question,question_id,question_type,answer,focus,id,source,url,cui,semanticType,semanticGroup
How to diagnose Hemolytic Anemia ?,0000068-7,exams and tests,"Your doctor will diagnose hemolytic anemia based on your medical and family histories, a physical exam, and test results.                Specialists Involved                Primary care doctors, such as a family doctor or pediatrician, may help diagnose and treat hemolytic anemia. Your primary care doctor also may refer you to a hematologist. This is a doctor who specializes in diagnosing and treating blood diseases and disorders.                Doctors and clinics that specialize in treating inherited blood disorders, such as sickle cell anemia and thalassemias, also may be involved.                If your hemolytic anemia is inherited, you may want to consult a genetic counselor. A counselor can help you understand your risk of having a child who has the condition. He or she also can explain the choices that are available to you.                Medical and Family Histories                To find the cause and severity of hemolytic anemia, your doctor may ask detailed questions about your symptoms, personal medical history, and your family medical history.                He or she may ask whether:                You or anyone in your family has had problems with anemia                You've recently had any illnesses or medical conditions                You take any medicines, and which ones                You've been exposed to certain chemicals or substances                You have an artificial heart valve or other medical device that could damage your red blood cells                Physical Exam                Your doctor will do a physical exam to check for signs of hemolytic anemia. He or she will try to find out how severe the condition is and what's causing it.                The exam may include:                Checking for jaundice (a yellowish color of the skin or whites of the eyes)                Listening to your heart for rapid or irregular heartbeats                Listening for rapid or uneven breathing                Feeling your abdomen to check the size of your spleen                Doing a pelvic and rectal exam to check for internal bleeding                Diagnostic Tests and Procedures                Many tests are used to diagnose hemolytic anemia. These tests can help confirm a diagnosis, look for a cause, and find out how severe the condition is.                Complete Blood Count                Often, the first test used to diagnose anemia is a complete blood count (CBC). The CBC measures many parts of your blood.                This test checks your hemoglobin and hematocrit (hee-MAT-oh-crit) levels. Hemoglobin is an iron-rich protein in red blood cells that carries oxygen to the body. Hematocrit is a measure of how much space red blood cells take up in your blood. A low level of hemoglobin or hematocrit is a sign of anemia.                The normal range of these levels may vary in certain racial and ethnic populations. Your doctor can explain your test results to you.                The CBC also checks the number of red blood cells, white blood cells, and platelets in your blood. Abnormal results may be a sign of hemolytic anemia, a different blood disorder, an infection, or another condition.                Finally, the CBC looks at mean corpuscular (kor-PUS-kyu-lar) volume (MCV). MCV is a measure of the average size of your red blood cells. The results may be a clue as to the cause of your anemia.                Other Blood Tests                If the CBC results confirm that you have anemia, you may need other blood tests to find out what type of anemia you have and how severe it is.                Reticulocyte count. A reticulocyte (re-TIK-u-lo-site) count measures the number of young red blood cells in your blood. The test shows whether your bone marrow is making red blood cells at the correct rate.                People who have hemolytic anemia usually have high reticulocyte counts because their bone marrow is working hard to replace the destroyed red blood cells.                Peripheral smear. For this test, your doctor will look at your red blood cells through a microscope. Some types of hemolytic anemia change the normal shape of red blood cells.                Coombs' test. This test can show whether your body is making antibodies (proteins) to destroy red blood cells.                Haptoglobin, bilirubin, and liver function tests. When red blood cells break down, they release hemoglobin into the bloodstream. The hemoglobin combines with a chemical called haptoglobin. A low level of haptoglobin in the bloodstream is a sign of hemolytic anemia.                Hemoglobin is broken down into a compound called bilirubin. High levels of bilirubin in the bloodstream may be a sign of hemolytic anemia. High levels of this compound also occur with some liver and gallbladder diseases. Thus, you may need liver function tests to find out what's causing the high bilirubin levels.                Hemoglobin electrophoresis. This test looks at the different types of hemoglobin in your blood. It can help diagnose the type of anemia you have.                Testing for paroxysmal nocturnal hemoglobinuria (PNH). In PNH, the red blood cells are missing certain proteins. The test for PNH can detect red blood cells that are missing these proteins.                Osmotic fragility test. This test looks for red blood cells that are more fragile than normal. These cells may be a sign of hereditary spherocytosis (an inherited type of hemolytic anemia).                Testing for glucose-6-phosphate dehydrogenase (G6PD) deficiency. In G6PD deficiency, the red blood cells are missing an important enzyme called G6PD. The test for G6PD deficiency looks for this enzyme in a sample of blood.                Urine Test                A urine test will look for the presence of free hemoglobin (a protein that carries oxygen in the blood) and iron.                Bone Marrow Tests                Bone marrow tests show whether your bone marrow is healthy and making enough blood cells. The two bone marrow tests are aspiration (as-pi-RA-shun) and biopsy.                For a bone marrow aspiration, your doctor removes a small amount of fluid bone marrow through a needle. The sample is examined under a microscope to check for faulty cells.                A bone marrow biopsy may be done at the same time as an aspiration or afterward. For this test, your doctor removes a small amount of bone marrow tissue through a needle. The tissue is examined to check the number and type of cells in the bone marrow.                You may not need bone marrow tests if blood tests show what's causing your hemolytic anemia.                Tests for Other Causes of Anemia                Because anemia has many causes, you may have tests for conditions such as:                Kidney failure                Lead poisoning                Vitamin or iron deficiency                Newborn Testing for Sickle Cell Anemia and G6PD Deficiency                All States mandate screening for sickle cell anemia as part of their newborn screening programs. Some States also mandate screening for G6PD deficiency. These inherited types of hemolytic anemia can be detected with routine blood tests.                Diagnosing these conditions as early as possible is important so that children can get proper treatment.",Hemolytic Anemia,0000068,NHLBI,http://www.nhlbi.nih.gov/health/health-topics/topics/ha,C0002878,T047,Disorders
What are the treatments for Hemolytic Anemia ?,0000068-8,treatment,"Treatments for hemolytic anemia include blood transfusions, medicines, plasmapheresis (PLAZ-meh-feh-RE-sis), surgery, blood and marrow stem cell transplants, and lifestyle changes.                People who have mild hemolytic anemia may not need treatment, as long as the condition doesn't worsen. People who have severe hemolytic anemia usually need ongoing treatment. Severe hemolytic anemia can be fatal if it's not properly treated.                Goals of Treatment                The goals of treating hemolytic anemia include:                Reducing or stopping the destruction of red blood cells                Increasing the red blood cell count to an acceptable level                Treating the underlying cause of the condition                Treatment will depend on the type, cause, and severity of the hemolytic anemia you have. Your doctor also will consider your age, overall health, and medical history.                If you have an inherited form of hemolytic anemia, it's a lifelong condition that may require ongoing treatment. If you have an acquired form of hemolytic anemia, it may go away if its cause can be found and corrected.                Blood Transfusions                Blood transfusions are used to treat severe or life-threatening hemolytic anemia.                A blood transfusion is a common procedure in which blood is given to you through an intravenous (IV) line in one of your blood vessels. Transfusions require careful matching of donated blood with the recipient's blood.                For more information, go to the Health Topics Blood Transfusion article.                Medicines                Medicines can improve some types of hemolytic anemia, especially autoimmune hemolytic anemia (AIHA). Corticosteroid medicines, such as prednisone, can stop your immune system from, or limit its ability to, make antibodies (proteins) against red blood cells.                If you don't respond to corticosteroids, your doctor may prescribe other medicines to suppress your immune system. Examples include the medicines rituximab and cyclosporine.                If you have severe sickle cell anemia, your doctor may recommend a medicine called hydroxyurea. This medicine prompts your body to make fetal hemoglobin. Fetal hemoglobin is the type of hemoglobin that newborns have.                In people who have sickle cell anemia, fetal hemoglobin helps prevent red blood cells from sickling and improves anemia.                Plasmapheresis                Plasmapheresis is a procedure that removes antibodies from the blood. For this procedure, blood is taken from your body using a needle inserted into a vein.                The plasma, which contains the antibodies, is separated from the rest of the blood. Then, plasma from a donor and the rest of the blood is put back in your body.                This treatment may help if other treatments for immune hemolytic anemia don't work.                Surgery                Some people who have hemolytic anemia may need surgery to remove their spleens. The spleen is an organ in the abdomen. A healthy spleen helps fight infection and filters out old or damaged blood cells.                An enlarged or diseased spleen may remove more red blood cells than normal, causing anemia. Removing the spleen can stop or reduce high rates of red blood cell destruction.                Blood and Marrow Stem Cell Transplant                In some types of hemolytic anemia, such as thalassemias, the bone marrow doesn't make enough healthy red blood cells. The red blood cells it does make may be destroyed before their normal lifespan is over. Blood and marrow stem cell transplants may be used to treat these types of hemolytic anemia.                A blood and marrow stem cell transplant replaces damaged stem cells with healthy ones from another person (a donor).                During the transplant, which is like a blood transfusion, you get donated stem cells through a tube placed in a vein. Once the stem cells are in your body, they travel to your bone marrow and begin making new blood cells.                For more information, go to the Health Topics Blood and Marrow Stem Cell Transplant article.                Lifestyle Changes                If you have AIHA with cold-reactive antibodies, try to avoid cold temperatures. This can help prevent the breakdown of red blood cells. It's very important to protect your fingers, toes, and ears from the cold.                To protect yourself, you can:                Wear gloves or mittens when taking food out of the refrigerator or freezer.                Wear a hat, scarf, and a coat with snug cuffs during cold weather.                Turn down air conditioning or dress warmly while in air-conditioned spaces.                Warm up the car before driving in cold weather.                People born with glucose-6-phosphate dehydrogenase (G6PD) deficiency can avoid substances that may trigger anemia. For example, avoid fava beans, naphthalene (a substance found in some moth balls), and certain medicines (as your doctor advises).",Hemolytic Anemia,0000068,NHLBI,http://www.nhlbi.nih.gov/health/health-topics/topics/ha,C0002878,T047,Disorders
How to prevent Hemolytic Anemia ?,0000068-9,prevention,"You can't prevent inherited types of hemolytic anemia. One exception is glucose-6-phosphate dehydrogenase (G6PD) deficiency.                If you're born with G6PD deficiency, you can avoid substances that may trigger the condition. For example, avoid fava beans, naphthalene (a substance found in some moth balls), and certain medicines (as your doctor advises).                Some types of acquired hemolytic anemia can be prevented. For example, reactions to blood transfusions, which can cause hemolytic anemia, can be prevented. This requires careful matching of blood types between the blood donor and the recipient.                Prompt and proper prenatal care can help you avoid the problems of Rh incompatibility. This condition can occur during pregnancy if a woman has Rh-negative blood and her baby has Rh-positive blood. ""Rh-negative"" and ""Rh-positive"" refer to whether your blood has Rh factor. Rh factor is a protein on red blood cells.                Rh incompatibility can lead to hemolytic anemia in a fetus or newborn.",Hemolytic Anemia,0000068,NHLBI,http://www.nhlbi.nih.gov/health/health-topics/topics/ha,C0002878,T047,Disorders
What is (are) Hemophilia ?,0000069-1,information,"Espaol                Hemophilia (heem-o-FILL-ee-ah) is a rare bleeding disorder in which the blood doesn't clot normally.                If you have hemophilia, you may bleed for a longer time than others after an injury. You also may bleed inside your body (internally), especially in your knees, ankles, and elbows. This bleeding can damage your organs and tissues and may be life threatening.                Overview                Hemophilia usually is inherited. ""Inherited means that the disorder is passed from parents to children through genes.                People born with hemophilia have little or no clotting factor. Clotting factor is a protein needed for normal blood clotting. There are several types of clotting factors. These proteins work with platelets (PLATE-lets) to help the blood clot.                Platelets are small blood cell fragments that form in the bone marrowa sponge-like tissue in the bones. Platelets play a major role in blood clotting. When blood vessels are injured, clotting factors help platelets stick together to plug cuts and breaks on the vessels and stop bleeding.                The two main types of hemophilia are A and B. If you have hemophilia A, you're missing or have low levels of clotting factor VIII (8). About 8 out of 10 people who have hemophilia have type A. If you have hemophilia B, you're missing or have low levels of clotting factor IX (9).                Rarely, hemophilia can be acquired. ""Acquired means you aren't born with the disorder, but you develop it during your lifetime. This can happen if your body forms antibodies (proteins) that attack the clotting factors in your bloodstream. The antibodies can prevent the clotting factors from working.                This article focuses on inherited hemophilia.                Outlook                Hemophilia can be mild, moderate, or severe, depending on how much clotting factor is in your blood. About 7 out of 10 people who have hemophilia A have the severe form of the disorder.                People who don't have hemophilia have a factor VIII activity of 100 percent. People who have severe hemophilia A have a factor VIII activity of less than 1 percent.                Hemophilia usually occurs in males (with rare exceptions). About 1 in 5,000 males are born with hemophilia each year.",Hemophilia,0000069,NHLBI,http://www.nhlbi.nih.gov/health/health-topics/topics/hemophilia,C0684275,T047,Disorders
What causes Hemophilia ?,0000069-3,causes,"A defect in one of the genes that determines how the body makes blood clotting factor VIII or IX causes hemophilia. These genes are located on the X chromosomes (KRO-muh-somz).                Chromosomes come in pairs. Females have two X chromosomes, while males have one X and one Y chromosome. Only the X chromosome carries the genes related to clotting factors.                A male who has a hemophilia gene on his X chromosome will have hemophilia. When a female has a hemophilia gene on only one of her X chromosomes, she is a ""hemophilia carrier and can pass the gene to her children. Sometimes carriers have low levels of clotting factor and have symptoms of hemophilia, including bleeding. Clotting factors are proteins in the blood that work together with platelets to stop or control bleeding.                Very rarely, a girl may be born with a very low clotting factor level and have a greater risk for bleeding, similar to boys who have hemophilia and very low levels of clotting factor. There are several hereditary and genetic causes of this much rarer form of hemophilia in females.                Some males who have the disorder are born to mothers who aren't carriers. In these cases, a mutation (random change) occurs in the gene as it is passed to the child.                Below are two examples of how the hemophilia gene is inherited.                Inheritance Pattern for HemophiliaExample 1                                Each daughter has a 50 percent chance of inheriting the hemophilia gene from her mother and being a carrier. Each son has a 50 percent chance of inheriting the hemophilia gene from his mother and having hemophilia.                Inheritance Pattern for HemophiliaExample 2                                Each daughter will inherit the hemophilia gene from her father and be a carrier. None of the sons will inherit the hemophilia gene from their father; thus, none will have hemophilia.",Hemophilia,0000069,NHLBI,http://www.nhlbi.nih.gov/health/health-topics/topics/hemophilia,C0684275,T047,Disorders
What are the symptoms of Hemophilia ?,0000069-4,symptoms,"The major signs and symptoms of hemophilia are excessive bleeding and easy bruising.                Excessive Bleeding                The extent of bleeding depends on how severe the hemophilia is.                Children who have mild hemophilia may not have signs unless they have excessive bleeding from a dental procedure, an accident, or surgery. Males who have severe hemophilia may bleed heavily after circumcision.                Bleeding can occur on the body's surface (external bleeding) or inside the body (internal bleeding).                Signs of external bleeding may include:                Bleeding in the mouth from a cut or bite or from cutting or losing a tooth                Nosebleeds for no obvious reason                Heavy bleeding from a minor cut                Bleeding from a cut that resumes after stopping for a short time                Signs of internal bleeding may include:                Blood in the urine (from bleeding in the kidneys or bladder)                Blood in the stool (from bleeding in the intestines or stomach)                Large bruises (from bleeding into the large muscles of the body)                Bleeding in the Joints                Bleeding in the knees, elbows, or other joints is another common form of internal bleeding in people who have hemophilia. This bleeding can occur without obvious injury.                At first, the bleeding causes tightness in the joint with no real pain or any visible signs of bleeding. The joint then becomes swollen, hot to touch, and painful to bend.                Swelling continues as bleeding continues. Eventually, movement in the joint is temporarily lost. Pain can be severe. Joint bleeding that isn't treated quickly can damage the joint.                Bleeding in the Brain                Internal bleeding in the brain is a very serious complication of hemophilia. It can happen after a simple bump on the head or a more serious injury. The signs and symptoms of bleeding in the brain include:                Long-lasting, painful headaches or neck pain or stiffness                Repeated vomiting                Sleepiness or changes in behavior                Sudden weakness or clumsiness of the arms or legs or problems walking                Double vision                Convulsions or seizures",Hemophilia,0000069,NHLBI,http://www.nhlbi.nih.gov/health/health-topics/topics/hemophilia,C0684275,T047,Disorders
How to diagnose Hemophilia ?,0000069-5,exams and tests,"If you or your child appears to have a bleeding problem, your doctor will ask about your personal and family medical histories. This will reveal whether you or your family members, including women and girls, have bleeding problems. However, some people who have hemophilia have no recent family history of the disease.                You or your child also will likely have a physical exam and blood tests to diagnose hemophilia. Blood tests are used to find out:                How long it takes for your blood to clot                Whether your blood has low levels of any clotting factors                Whether any clotting factors are completely missing from your blood                The test results will show whether you have hemophilia, what type of hemophilia you have, and how severe it is.                Hemophilia A and B are classified as mild, moderate, or severe, depending on the amount of clotting factor VIII or IX in the blood.                The severity of symptoms can overlap between the categories. For example, some people who have mild hemophilia may have bleeding problems almost as often or as severe as some people who have moderate hemophilia.                Severe hemophilia can cause serious bleeding problems in babies. Thus, children who have severe hemophilia usually are diagnosed during the first year of life. People who have milder forms of hemophilia may not be diagnosed until they're adults.                The bleeding problems of hemophilia A and hemophilia B are the same. Only special blood tests can tell which type of the disorder you or your child has. Knowing which type is important because the treatments are different.                Pregnant women who are known hemophilia carriers can have the disorder diagnosed in their unborn babies as early as 12 weeks into their pregnancies.                Women who are hemophilia carriers also can have ""preimplantation diagnosis"" to have children who don't have hemophilia.                For this process, women have their eggs removed and fertilized by sperm in a laboratory. The embryos are then tested for hemophilia. Only embryos without the disorder are implanted in the womb.",Hemophilia,0000069,NHLBI,http://www.nhlbi.nih.gov/health/health-topics/topics/hemophilia,C0684275,T047,Disorders
What are the treatments for Hemophilia ?,0000069-6,treatment,"Treatment With Replacement Therapy                The main treatment for hemophilia is called replacement therapy. Concentrates of clotting factor VIII (for hemophilia A) or clotting factor IX (for hemophilia B) are slowly dripped or injected into a vein. These infusions help replace the clotting factor that's missing or low.                Clotting factor concentrates can be made from human blood. The blood is treated to prevent the spread of diseases, such as hepatitis. With the current methods of screening and treating donated blood, the risk of getting an infectious disease from human clotting factors is very small.                To further reduce the risk, you or your child can take clotting factor concentrates that aren't made from human blood. These are called recombinant clotting factors. Clotting factors are easy to store, mix, and use at homeit only takes about 15 minutes to receive the factor.                You may have replacement therapy on a regular basis to prevent bleeding. This is called preventive or prophylactic (PRO-fih-lac-tik) therapy. Or, you may only need replacement therapy to stop bleeding when it occurs. This use of the treatment, on an as-needed basis, is called demand therapy.                Demand therapy is less intensive and expensive than preventive therapy. However, there's a risk that bleeding will cause damage before you receive the demand therapy.                Complications of Replacement Therapy                Complications of replacement therapy include:                Developing antibodies (proteins) that attack the clotting factor                Developing viral infections from human clotting factors                Damage to joints, muscles, or other parts of the body resulting from delays in treatment                Antibodies to the clotting factor. Antibodies can destroy the clotting factor before it has a chance to work. This is a very serious problem. It prevents the main treatment for hemophilia (replacement therapy) from working.                These antibodies, also called inhibitors, develop in about 2030 percent of people who have severe hemophilia A. Inhibitors develop in 25 percent of people who have hemophilia B.                When antibodies develop, doctors may use larger doses of clotting factor or try different clotting factor sources. Sometimes the antibodies go away.                Researchers are studying new ways to deal with antibodies to clotting factors.                Viruses from human clotting factors. Clotting factors made from human blood can carry the viruses that cause HIV/AIDS and hepatitis. However, the risk of getting an infectious disease from human clotting factors is very small due to:                Careful screening of blood donors                Testing of donated blood products                Treating donated blood products with a detergent and heat to destroy viruses                Vaccinating people who have hemophilia for hepatitis A and B                Damage to joints, muscles, and other parts of the body. Delays in treatment can cause damage such as:                 Bleeding into a joint. If this happens many times, it can lead to changes in the shape of the joint and impair the joint's function.                Swelling of the membrane around a joint.                Pain, swelling, and redness of a joint.                Pressure on a joint from swelling, which can destroy the joint.                Home Treatment With Replacement Therapy                You can do both preventive (ongoing) and demand (as-needed) replacement therapy at home. Many people learn to do the infusions at home for their child or for themselves. Home treatment has several advantages:                You or your child can get quicker treatment when bleeding happens. Early treatment lowers the risk of complications.                Fewer visits to the doctor or emergency room are needed.                Home treatment costs less than treatment in a medical care setting.                Home treatment helps children accept treatment and take responsibility for their own health.                Discuss options for home treatment with your doctor or your child's doctor. A doctor or other health care provider can teach you the steps and safety procedures for home treatment. Hemophilia treatment centers are another good resource for learning about home treatment (discussed in ""Living With Hemophilia).                Doctors can surgically implant vein access devices to make it easier for you to access a vein for treatment with replacement therapy. These devices can be helpful if treatment occurs often. However, infections can be a problem with these devices. Your doctor can help you decide whether this type of device is right for you or your child.                Other Types of Treatment                Desmopressin                Desmopressin (DDAVP) is a man-made hormone used to treat people who have mild hemophilia A. DDAVP isn't used to treat hemophilia B or severe hemophilia A.                DDAVP stimulates the release of stored factor VIII and von Willebrand factor; it also increases the level of these proteins in your blood. Von Willebrand factor carries and binds factor VIII, which can then stay in the bloodstream longer.                DDAVP usually is given by injection or as nasal spray. Because the effect of this medicine wears off if it's used often, the medicine is given only in certain situations. For example, you may take this medicine prior to dental work or before playing certain sports to prevent or reduce bleeding.                Antifibrinolytic Medicines                Antifibrinolytic medicines (including tranexamic acid and epsilon aminocaproic acid) may be used with replacement therapy. They're usually given as a pill, and they help keep blood clots from breaking down.                These medicines most often are used before dental work or to treat bleeding from the mouth or nose or mild intestinal bleeding.                Gene Therapy                Researchers are trying to find ways to correct the faulty genes that cause hemophilia. Gene therapy hasn't yet developed to the point that it's an accepted treatment for hemophilia. However, researchers continue to test gene therapy in clinical trials.                For more information, go to the ""Clinical Trials"" section of this article.                Treatment of a Specific Bleeding Site                Pain medicines, steroids, and physical therapy may be used to reduce pain and swelling in an affected joint. Talk with your doctor or pharmacist about which medicines are safe for you to take.                Which Treatment Is Best for You?                The type of treatment you or your child receives depends on several things, including how severe the hemophilia is, the activities you'll be doing, and the dental or medical procedures you'll be having.                Mild hemophiliaReplacement therapy usually isn't needed for mild hemophilia. Sometimes, though, DDAVP is given to raise the body's level of factor VIII.                Moderate hemophiliaYou may need replacement therapy only when bleeding occurs or to prevent bleeding that could occur when doing certain activities. Your doctor also may recommend DDAVP prior to having a procedure or doing an activity that increases the risk of bleeding.                Severe hemophiliaYou usually need replacement therapy to prevent bleeding that could damage your joints, muscles, or other parts of your body. Typically, replacement therapy is given at home two or three times a week. This preventive therapy usually is started in patients at a young age and may need to continue for life.                For both types of hemophilia, getting quick treatment for bleeding is important. Quick treatment can limit damage to your body. If you or your child has hemophilia, learn to recognize signs of bleeding.                Other family members also should learn to watch for signs of bleeding in a child who has hemophilia. Children sometimes ignore signs of bleeding because they want to avoid the discomfort of treatment.",Hemophilia,0000069,NHLBI,http://www.nhlbi.nih.gov/health/health-topics/topics/hemophilia,C0684275,T047,Disorders
What is (are) High Blood Cholesterol ?,0000070-1,information,"To understand high blood cholesterol (ko-LES-ter-ol), it helps to learn about cholesterol. Cholesterol is a waxy, fat-like substance thats found in all cells of the body.                Your body needs some cholesterol to make hormones, vitamin D, and substances that help you digest foods. Your body makes all the cholesterol it needs. However, cholesterol also is found in some of the foods you eat.                Cholesterol travels through your bloodstream in small packages called lipoproteins (lip-o-PRO-teens). These packages are made of fat (lipid) on the inside and proteins on the outside.                Two kinds of lipoproteins carry cholesterol throughout your body: low-density lipoproteins (LDL) and high-density lipoproteins (HDL). Having healthy levels of both types of lipoproteins is important.                LDL cholesterol sometimes is called bad cholesterol. A high LDL level leads to a buildup of cholesterol in your arteries. (Arteries are blood vessels that carry blood from your heart to your body.)                HDL cholesterol sometimes is called good cholesterol. This is because it carries cholesterol from other parts of your body back to your liver. Your liver removes the cholesterol from your body.                What Is High Blood Cholesterol?                High blood cholesterol is a condition in which you have too much cholesterol in your blood. By itself, the condition usually has no signs or symptoms. Thus, many people dont know that their cholesterol levels are too high.                People who have high blood cholesterol have a greater chance of getting coronary heart disease, also called coronary artery disease. (In this article, the term heart disease refers to coronary heart disease.)                The higher the level of LDL cholesterol in your blood, the GREATER your chance is of getting heart disease. The higher the level of HDL cholesterol in your blood, the LOWER your chance is of getting heart disease.                Coronary heart disease is a condition in which plaque (plak) builds up inside the coronary (heart) arteries. Plaque is made up of cholesterol, fat, calcium, and other substances found in the blood. When plaque builds up in the arteries, the condition is called atherosclerosis (ATH-er-o-skler-O-sis).                Atherosclerosis                                Over time, plaque hardens and narrows your coronary arteries. This limits the flow of oxygen-rich blood to the heart.                Eventually, an area of plaque can rupture (break open). This causes a blood clot to form on the surface of the plaque. If the clot becomes large enough, it can mostly or completely block blood flow through a coronary artery.                If the flow of oxygen-rich blood to your heart muscle is reduced or blocked, angina (an-JI-nuh or AN-juh-nuh) or a heart attack may occur.                Angina is chest pain or discomfort. It may feel like pressure or squeezing in your chest. The pain also may occur in your shoulders, arms, neck, jaw, or back. Angina pain may even feel like indigestion.                A heart attack occurs if the flow of oxygen-rich blood to a section of heart muscle is cut off. If blood flow isnt restored quickly, the section of heart muscle begins to die. Without quick treatment, a heart attack can lead to serious problems or death.                Plaque also can build up in other arteries in your body, such as the arteries that bring oxygen-rich blood to your brain and limbs. This can lead to problems such as carotid artery disease, stroke, and peripheral artery disease.                Outlook                Lowering your cholesterol may slow, reduce, or even stop the buildup of plaque in your arteries. It also may reduce the risk of plaque rupturing and causing dangerous blood clots.                                Sources: National Center for Health Statistics (20072010). National Health and Nutrition Examination Survey; National Center for Health Statistics (20052008). National Health and Nutrition Examination Survey; National Heart, Lung, and Blood Institute, National Cholesterol Education Program (2002). Third report of the National Cholesterol Education Program (NCEP) exert panel on detection, evaluation, and treatment of high blood cholesterol in adults (Adult Treatment Panel III) final report.",High Blood Cholesterol,0000070,NHLBI,http://www.nhlbi.nih.gov/health/health-topics/topics/hbc,C3842522,T033,Disorders
What causes High Blood Cholesterol ?,0000070-3,causes,"Many factors can affect the cholesterol levels in your blood. You can control some factors, but not others.                Factors You Can Control                Diet                Cholesterol is found in foods that come from animal sources, such as egg yolks, meat, and cheese. Some foods have fats that raise your cholesterol level.                For example, saturated fat raises your low-density lipoprotein (LDL) cholesterol level more than anything else in your diet. Saturated fat is found in some meats, dairy products, chocolate, baked goods, and deep-fried and processed foods.                Trans fatty acids (trans fats) raise your LDL cholesterol and lower your high-density lipoprotein (HDL) cholesterol. Trans fats are made when hydrogen is added to vegetable oil to harden it. Trans fats are found in some fried and processed foods.                Limiting foods with cholesterol, saturated fat, and trans fats can help you control your cholesterol levels.                Physical Activity and Weight                Lack of physical activity can lead to weight gain. Being overweight tends to raise your LDL level, lower your HDL level, and increase your total cholesterol level. (Total cholesterol is a measure of the total amount of cholesterol in your blood, including LDL and HDL.)                Routine physical activity can help you lose weight and lower your LDL cholesterol. Being physically active also can help you raise your HDL cholesterol level.                Factors You Cant Control                Heredity                High blood cholesterol can run in families. An inherited condition called familial hypercholesterolemia causes very high LDL cholesterol. (Inherited means the condition is passed from parents to children through genes.) This condition begins at birth, and it may cause a heart attack at an early age.                Age and Sex                Starting at puberty, men often have lower levels of HDL cholesterol than women. As women and men age, their LDL cholesterol levels often rise. Before age 55, women usually have lower LDL cholesterol levels than men. However, afterage 55, women can have higher LDL levels than men.",High Blood Cholesterol,0000070,NHLBI,http://www.nhlbi.nih.gov/health/health-topics/topics/hbc,C3842522,T033,Disorders
What are the symptoms of High Blood Cholesterol ?,0000070-4,symptoms,"High blood cholesterol usually has no signs or symptoms. Thus, many people don't know that their cholesterol levels are too high.                If you're 20 years old or older, have your cholesterol levels checked at least once every 5 years. Talk with your doctor about how often you should be tested.",High Blood Cholesterol,0000070,NHLBI,http://www.nhlbi.nih.gov/health/health-topics/topics/hbc,C3842522,T033,Disorders
How to diagnose High Blood Cholesterol ?,0000070-5,exams and tests,"Your doctor will diagnose high blood cholesterol by checking the cholesterol levels in your blood. A blood test called a lipoprotein panel can measure your cholesterol levels. Before the test, youll need to fast (not eat or drink anything but water) for 9 to 12 hours.                The lipoprotein panel will give your doctor information about your:                Total cholesterol. Total cholesterol is a measure of the total amount of cholesterol in your blood, including low-density lipoprotein (LDL) cholesterol and high-density lipoprotein (HDL) cholesterol.                LDL cholesterol. LDL, or bad, cholesterol is the main source of cholesterol buildup and blockages in the arteries.                HDL cholesterol. HDL, or good, cholesterol helps remove cholesterol from your arteries.                Triglycerides (tri-GLIH-seh-rides). Triglycerides are a type of fat found in your blood. Some studies suggest that a high level of triglycerides in the blood may raise the risk of coronary heart disease, especially in women.                If its not possible to have a lipoprotein panel, knowing your total cholesterol and HDL cholesterol can give you a general idea about your cholesterol levels.                Testing for total and HDL cholesterol does not require fasting. If your total cholesterol is 200 mg/dL or more, or if your HDL cholesterol is less than 40 mg/dL, your doctor will likely recommend that you have a lipoprotein panel. (Cholesterol is measured as milligrams (mg) of cholesterol per deciliter (dL) of blood.)                The tables below show total, LDL, and HDL cholesterol levels and their corresponding categories. See how your cholesterol numbers compare to the numbers in the tables below.                                                                                Triglycerides also can raise your risk for heart disease. If your triglyceride level is borderline high (150199 mg/dL) or high (200 mg/dL or higher), you may need treatment.                Factors that can raise your triglyceride level include:                Overweight and obesity                Lack of physical activity                Cigarette smoking                Excessive alcohol use                A very high carbohydrate diet                Certain diseases and medicines                Some genetic disorders",High Blood Cholesterol,0000070,NHLBI,http://www.nhlbi.nih.gov/health/health-topics/topics/hbc,C3842522,T033,Disorders
