question,question_id,question_type,answer,focus,id,source,url,cui,semanticType,semanticGroup
How to diagnose Parasites - Cysticercosis ?,0000121-6,exams and tests,"If you think that you may have cysticercosis, please see your health care provider. Your health care provider will ask you about your symptoms, where you have travelled, and what kinds of foods you eat. The diagnosis of neurocysticercosis usually requires MRI or CT brain scans. Blood tests may be useful to help diagnose an infection, but they may not always be positive in light infections.  If you have been diagnosed with cysticercosis, you and your family members should be tested for intestinal tapeworm infection. See the taeniasis section for more information on intestinal tapeworm infections.    More on: Taeniasis  More on: Resources for Health Professionals: Diagnosis",Parasites - Cysticercosis,0000121,CDC,http://www.cdc.gov/parasites/cysticercosis/,,,
What are the treatments for Parasites - Cysticercosis ?,0000121-7,treatment,Some people with cysticercosis do not need to be treated. There are medications available to treat cysticercosis for those who do need treatment. Sometimes surgery may be needed. Your doctor will advise you on which treatment is best for you.    More on: Resources for Health Professionals: Treatment    More on: Taeniasis,Parasites - Cysticercosis,0000121,CDC,http://www.cdc.gov/parasites/cysticercosis/,,,
How to prevent Parasites - Cysticercosis ?,0000121-8,prevention,"To prevent cysticercosis, the following precautions should be taken:         - Wash your hands with soap and warm water after using the toilet, changing diapers, and before handling food     - Teach children the importance of washing hands to prevent infection     - Wash and peel all raw vegetables and fruits before eating     - Use good food and water safety practices while traveling in developing countries such as:              - Drink only bottled or boiled (1 minute) water or carbonated (bubbly) drinks in cans or bottles       - Filter unsafe water through an ""absolute 1 micron or less"" filter AND dissolve iodine tablets in the filtered water; ""absolute 1 micron"" filters can be found in camping and outdoor supply stores              More on: Handwashing    More on: Food and Water Safety",Parasites - Cysticercosis,0000121,CDC,http://www.cdc.gov/parasites/cysticercosis/,,,
How to prevent Eastern Equine Encephalitis ?,0000141-2,prevention,"There is no vaccine against Eastern equine encephalitis virus (EEEV) for humans. Reducing exposure to mosquitoes is the best defense against infection with EEEV and other mosquito-borne viruses. There are several approaches you and your family can use to prevent and control mosquito-borne diseases.       -  Use repellent: When outdoors, use insect repellent containing DEET, picaridin, IR3535 or oil of lemon eucalyptus on exposed skin and/or clothing. The repellent/insecticide permethrin can be used on clothing to protect through several washes. Always follow the directions on the package.     -  Wear protective clothing: Wear long sleeves and pants when weather permits.     -  Install and repair screens: Have secure, intact screens on windows and doors to keep mosquitoes out.     -  Keep mosquitoes from laying eggs near you: Mosquitoes can lay eggs even in small amounts of standing water. Get rid of mosquito breeding sites by emptying standing water from flower pots, buckets, barrels, and tires. Change the water in pet dishes and replace the water in bird baths weekly. Drill holes in tire swings so water drains out. Empty children's wading pools and store on their side after use.  ",Eastern Equine Encephalitis,0000141,CDC,http://www.cdc.gov/EasternEquineEncephalitis/,,,
What is (are) Parasites - Echinococcosis ?,0000144-1,information,"Frequently Asked Questions (FAQs)    Cystic echinococcosis (CE) disease results from being infected with the larval stage of Echinococcus granulosus, a tiny tapeworm (~2-7 millimeters in length) found in dogs (definitive host), sheep, cattle, goats, foxes, and pigs, amongst others (intermediate hosts). Most infections in humans are asymptomatic, but CE, also known as hydatid disease, causes slowly enlarging masses, most commonly in the liver and the lungs. Treatment can involve both medication and surgery.    More on: Cystic Echinococcosis (CE) FAQs    Alveolar echinococcosis (AE) disease results from being infected with the larval stage of Echinococcus multilocularis, a tiny tapeworm (~1-4 millimeters in length) found in foxes, coyotes, dogs, and cats (definitive hosts). Although human cases are rare, infection in humans causes parasitic tumors to form in the liver, and, less commonly, the lungs, brain, and other organs. If left untreated, infection with AE can be fatal.    More on: Alveolar Echinococcosis (AE) FAQs",Parasites - Echinococcosis,0000144,CDC,http://www.cdc.gov/parasites/echinococcosis/,,,
Who is at risk for Parasites - Echinococcosis? ?,0000144-2,susceptibility,"Cystic echinococcosis (CE) is caused by infection with the larval stage of Echinococcus granulosus. CE is found in Africa, Europe, Asia, the Middle East, Central and South America, and in rare cases, North America. The parasite is transmitted to dogs when they ingest the organs of other animals that contain hydatid cysts. The cysts develop into adult tapeworms in the dog. Infected dogs shed tapeworm eggs in their feces which contaminate the ground. Sheep, cattle, goats, and pigs ingest tapeworm eggs in the contaminated ground; once ingested, the eggs hatch and develop into cysts in the internal organs. The most common mode of transmission to humans is by the accidental consumption of soil, water, or food that has been contaminated by the fecal matter of an infected dog. Echinococcus eggs that have been deposited in soil can stay viable for up to a year. The disease is most commonly found in people involved in raising sheep, as a result of the sheep's role as an intermediate host of the parasite and the presence of working dogs that are allowed to eat the offal of infected sheep.    Alveolar echinococcosis (AE) is caused by infection with the larval stage of Echinococcus multilocularis. AE is found across the globe and is especially prevalent in the northern latitudes of Europe, Asia, and North America. The adult tapeworm is normally found in foxes, coyotes, and dogs. Infection with the larval stages is transmitted to people through ingestion of food or water contaminated with tapeworm eggs.",Parasites - Echinococcosis,0000144,CDC,http://www.cdc.gov/parasites/echinococcosis/,,,
How to diagnose Parasites - Echinococcosis ?,0000144-5,exams and tests,"The presence of a cyst-like mass in a person with a history of exposure to sheepdogs in an area where E. granulosus is endemic suggests a diagnosis of cystic echinococcosis. Imaging techniques, such as CT scans, ultrasonography, and MRIs, are used to detect cysts. After a cyst has been detected, serologic tests may be used to confirm the diagnosis.    Alveolar echinococcosis is typically found in older people. Imaging techniques such as CT scans are used to visually confirm the parasitic vesicles and cyst-like structures and serologic tests can confirm the parasitic infection.",Parasites - Echinococcosis,0000144,CDC,http://www.cdc.gov/parasites/echinococcosis/,,,
What are the treatments for Parasites - Echinococcosis ?,0000144-6,treatment,"In the past, surgery was the only treatment for cystic echinococcal cysts. Chemotherapy, cyst puncture, and PAIR (percutaneous aspiration, injection of chemicals and reaspiration) have been used to replace surgery as effective treatments for cystic echinococcosis. However, surgery remains the most effective treatment to remove the cyst and can lead to a complete cure. Some cysts are not causing any symptoms and are inactive; those cysts often go away without any treatment.    The treatment of alveolar echinococcosis is more difficult than cystic echinococcosis and usually requires radical surgery, long-term chemotherapy, or both.    More on: Resources for Health Professionals: Treatment",Parasites - Echinococcosis,0000144,CDC,http://www.cdc.gov/parasites/echinococcosis/,,,
How to prevent Parasites - Echinococcosis ?,0000144-7,prevention,"Cystic echinococcosis is controlled by preventing transmission of the parasite. Prevention measures include limiting the areas where dogs are allowed and preventing animals from consuming meat infected with cysts.         - Prevent dogs from feeding on the carcasses of infected sheep.     - Control stray dog populations.     - Restrict home slaughter of sheep and other livestock.     - Do not consume any food or water that may have been contaminated by fecal matter from dogs.     - Wash your hands with soap and warm water after handling dogs, and before handling food.     - Teach children the importance of washing hands to prevent infection.        Alveolar echinococcosis can be prevented by avoiding contact with wild animals such as foxes, coyotes, and dogs and their fecal matter and by limiting the interactions between dogs and rodent populations.         - Do not allow dogs to feed on rodents and other wild animals.     - Avoid contact with wild animals such as foxes, coyotes and stray dogs.     - Do not encourage wild animals to come close to your home or keep them as pets.     - Wash your hands with soap and warm water after handling dogs or cats, and before handling food.     - Teach children the importance of washing hands to prevent infection.        More on: Handwashing",Parasites - Echinococcosis,0000144,CDC,http://www.cdc.gov/parasites/echinococcosis/,,,
What are the symptoms of Ehrlichiosis ?,0000146-1,symptoms,"Symptoms                  In the United States, the term “ehrlichiosis” may be broadly applied to several different infections. Ehrlichia chaffeensis and Ehrlichia ewingii are transmitted by the lonestar tick in the southeastern and southcentral United States. In addition, a third Ehrlichia species provisionally called Ehrlichia muris-like (EML) has been identified in a small number of patients residing in or traveling to Minnesota and Wisconsin; a tick vector for the EML organism has not yet been established. The symptoms caused by infection with these Ehrlichia species usually develop 1-2 weeks after being bitten by an infected tick.  The tick bite is usually painless, and about half of the people who develop ehrlichiosis may not even remember being bitten by a tick.                   The following is a list of symptoms commonly seen with this disease, however, it is important to note that the combination of symptoms varies greatly from person to person.   - Fever  - Headache  - Chills  - Malaise  - Muscle pain  - Nausea / Vomiting / Diarrhea  - Confusion  - Conjunctival injection (red eyes)  - Rash (in up to 60% of children, less than 30% of adults)                  Ehrlichiosis is a serious illness that can be fatal if not treated correctly, even in previously healthy people.  Severe clinical presentations may include difficulty breathing, or bleeding disorders. The estimated case fatality rate (i.e. the proportion of persons who die as a result of their infection) is 1.8%. Patients who are treated early may recover quickly on outpatient medication, while those who experience a more severe course may require intravenous antibiotics, prolonged hospitalization or intensive care.                   Rash                 Skin rash is not considered a common feature of ehrlichiosis, and should not be used to rule in or rule out an infection. Ehrlichia chaffeensis infection can cause a rash in up to 60% of children, but is reported in fewer than 30% of adults. Rash is not commonly reported in patients infected with Ehrlichia ewingii or the Ehrlichia muris-like organism.  The rash associated with Ehrlichia chaffeensis infection may range from maculopapular to petechial in nature, and is usually not pruritic (itchy). The rash usually spares the face, but in some cases may spread to the palms and soles.  A type of rash called erythroderma may develop in some patients.  Erythroderma is a type of rash that resembles a sunburn and consists of widespread reddening of the skin that may peel after several days.  Some patients may develop a rash that resembles the rash of Rocky Mountain spotted fever making these two diseases difficult to differentiate on the basis of clinical signs alone.                  Immune-compromised Individuals                 The severity of ehrlichiosis may depend in part on the immune status of the patient. Persons with compromised immunity caused by immunosuppressive therapies (e.g., corticosteroids , cancer chemotherapy, or longterm immunosuppressive therapy following organ transplant), HIV infection, or splenectomy appear to develop more severe disease, and may also have higher case-fatality rates (i.e. the proportion of patients that die from infection.)                    Blood Transfusion and Organ Transplant Risks Associated with Ehrlichia species                 Because Ehrlichia organisms infect the white blood cells and circulate in the blood stream, these pathogens may pose a risk to be transmitted through blood transfusions. Ehrlichia chaffeensis has been shown to survive for more than a week in refrigerated blood. Several instances of suspected E. chaffeensis transmission through solid organ transplant have been investigated, although to date no cases have been confirmed that can be attributed to this route of transmission. Patients who develop ehrlichiosis within a month of receiving a blood transfusion or solid organ transplant should be reported to state health officials for prompt investigation. Use of leukoreduced blood products may theoretically decrease the risk of transfusion-associated transmission of these pathogens. However, the filtration process does not remove all leukocytes or bacteria not associated with leukocytes from leukoreduced blood; therefore, this process may not eliminate the risk completely.                 For more in-depth information about signs and symptoms of ehrlichiosis, please visit http://www.cdc.gov/mmwr/preview/mmwrhtml/rr5504a1.htm                  Diagnosis                                   The diagnosis of ehrlichiosis must be made based on clinical signs and symptoms, and can later be confirmed using specialized confirmatory laboratory tests.  Treatment should never be delayed pending the receipt of laboratory test results, or be withheld on the basis of an initial negative laboratory result.  Physician Diagnosis                 There are several aspects of ehrlichiosis that make it challenging for healthcare providers to diagnose and treat.  The symptoms vary from patient to patient and can be difficult to distinguish from other diseases.  Treatment is more likely to be effective if started early in the course of disease. Diagnostic tests based on the detection of antibodies will frequently be negative in the first 7-10 days of illness.                 For this reason, healthcare providers must use their judgment to treat patients based on clinical suspicion alone. Healthcare providers may find important information in the patient’s history and physical examination that may aid clinical suspicion. Information such as recent tick bites, exposure to areas where ticks are likely to be found, or history of recent travel to areas where ehrlichiosis is endemic can be helpful in making the diagnosis.  The healthcare provider should also look at routine blood tests, such as a complete blood cell count or a chemistry panel. Clues such as a low platelet count (thrombocytopenia), low white blood cell count (leukopenia), or elevated liver enzyme levels are helpful predictors of ehrlichiosis, but may not be present in all patients depending on the course of the disease.   After a suspect diagnosis is made on clinical suspicion and treatment has begun, specialized laboratory testing should be used to confirm the diagnosis of ehrlichiosis.                  Laboratory Detection                 During the acute phase of illness, a sample of whole blood can be tested by polymerase chain reaction (PCR) assay to determine if a patient has ehrlichiosis. This method is most sensitive in the first week of illness, and quickly decreases in sensitivity following the administration of appropriate antibiotics. Although a positive PCR result is helpful, a negative result does not completely rule out the diagnosis.                 During the first week of illness a microscopic examination of blood smears (known as a peripheral blood smear) may reveal morulae (microcolonies of ehrlichiae) in the cytoplasm of white blood cells in up to 20% of patients.                        The type of blood cell in which morulae are observed may provide insight into the infecting species: E. chaffeensis most commonly infects monocytes, whereas E. ewingii more commonly infect granulocytes. However, the observance of morulae in a particular cell type cannot conclusively identify the infecting species. Culture isolation of Ehrlichia is only available at specialized laboratories; routine hospital blood cultures cannot detect Ehrlichia.                 When a person develops ehrlichiosis, their immune system produces antibodies to the Ehrlichia, with detectable antibody titers usually observed by 7-10 days after illness onset.  It is important to note that antibodies are not detectable in the first week of illness in 85% of patients, and a negative test during this time does not rule out ehrlichiosis as a cause of illness.                  The gold standard serologic test for diagnosis of ehrlichiosis is the indirect immunofluorescence assay (IFA) using E. chaffeensis antigen, performed on paired serum samples to demonstrate a significant (four-fold) rise in antibody titers.  The first sample should be taken as early in the disease as possible, preferably in the first week of symptoms, and the second sample should be taken 2 to 4 weeks later. In most cases of ehrlichiosis, the first IgG IFA titer is typically low, or “negative,” and the second typically shows a significant (four-fold) increase in IgG antibody levels. IgM antibodies usually rise at the same time as IgG near the end of the first week of illness and remain elevated for months or longer.  Also, IgM antibodies are less specific than IgG antibodies and more likely to result in a false positive.  For these reasons, physicians requesting IgM serologic titers should also request a concurrent IgG titer.                 Serologic tests based on enzyme immunoassay (EIA) technology are available from some commercial laboratories. However, EIA tests are qualitative rather than quantitative, meaning they only provide a positive/negative result, and are less useful to measure changes in antibody titers between paired specimens. Furthermore, some EIA assays rely on the evaluation of IgM antibody alone, which may have a higher frequency of false positive results.                  Antibodies to E. chaffeensis may remain elevated for months or longer after the disease has resolved, or may be detected in persons who were previously exposed to antigenically related organisms.  Up to 12% of currently healthy people in some areas may have elevated antibody titers due to past exposure to Ehrlichia species or similar organisms. Therefore, if only one sample is tested it can be difficult to interpret, while paired samples taken weeks apart demonstrating a significant (four-fold) rise in antibody titer provides the best evidence for a correct diagnosis of ehrlichiosis.                  For more in-depth information about the diagnosis of ehrlichiosis, please visit http://www.cdc.gov/mmwr/preview/mmwrhtml/rr5504a1.htm                  Treatment                 Doxycycline is the first line treatment for adults and children of all ages and should be initiated immediately whenever ehrlichiosis is suspected.                  Use of antibiotics other than doxycycline and other tetracyclines is associated with a higher risk of fatal outcome for some rickettsial infections. Doxycycline is most effective at preventing severe complications from developing if it is started early in the course of disease. Therefore, treatment must be based on clinical suspicion alone and should always begin before laboratory results return.                 If the patient is treated within the first 5 days of the disease, fever generally subsides within 24-72 hours.  In fact, failure to respond to doxycycline suggests that the patient’s condition might not be due to ehrlichiosis. Severely ill patients may require longer periods before their fever resolves. Resistance to doxcycline or relapses in symptoms after the completion of the recommended course have not been documented.                  Recommended Dosage                 Doxycycline is the first line treatment for adults and children of all ages:   - Adults: 100 mg every 12 hours  - Children under 45 kg (100 lbs): 2.2 mg/kg body weight given twice a day                  Patients should be treated for at least 3 days after the fever subsides and until there is evidence of clinical improvement. Standard duration of treatment is 7 to 14 days.  Some patients may continue to experience headache, weakness and malaise for weeks after adequate treatment.                  Treating children                 The use of doxycycline to treat suspected ehrlichiosis in children is standard practice recommended by both CDC and the AAP Committee on Infectious Diseases. Unlike older generations of tetracyclines, the recommended dose and duration of medication needed to treat ehrlichiosis has not been shown to cause staining of permanent teeth, even when five courses are given before the age of eight.  Healthcare providers should use doxycycline as the first-line treatment for suspected ehrlichiosis in patients of all ages.                   Other Treatments                 In cases of life threatening allergies to doxycycline and in some pregnant patients for whom the clinical course of ehrlichiosis appears mild, physicians may need to consider alternate antibiotics. Although recommended as a second-line therapeutic alternative to treat Rocky Mountain spotted fever (RMSF), chloramphenicol is not recommended for the treatment of either ehrlichiosis or anaplasmosis, as studies have shown a lack of efficacy. Rifampin appears effective against Ehrlichia in laboratory settings. However, rifampin is not effective in treating RMSF, a disease that may be confused with ehrlichiosis. Healthcare providers should be cautious when exploring treatments other than doxycycline, which is highly effective in treating both. Other antibiotics, including broad spectrum antibiotics are not considered highly effective against ehrlichiosis, and the use of sulfa drugs during acute illness may worsen the severity of infection.                   Prophylaxis (Preventive Treatment)                 Antibiotic treatment following a tick bite is not recommended as a means to prevent ehrlichiosis. There is no evidence this practice is effective, and this may simply delay onset of disease. Instead, persons who experience a tick bite should be alert for symptoms suggestive of tickborne illness and consult a physician if fever, rash, or other symptoms of concern develop.                  For more in-depth information about treatment, please visit http://www.cdc.gov/mmwr/preview/mmwrhtml/rr5504a1.htm                  Other Considerations                 The clinical presentation for ehrlichiosis can resemble other tickborne diseases, such as Rocky Mountain spotted fever and anaplasmosis. Similar to ehrlichiosis, these infections respond well to treatment with doxycycline. Healthcare providers should order diagnostic tests for additional agents if the clinical history and geographic association warrant. For more in-depth about other similar tickborne diseases, please visit http://www.cdc.gov/mmwr/preview/mmwrhtml/rr5504a1.htm",Ehrlichiosis,0000146,CDC,http://www.cdc.gov/ehrlichiosis/,,,
What is (are) Ehrlichiosis ?,0000146-3,information,"More detailed information on the diagnosis, management, and treatment of ehrlichiosis is available in Diagnosis and Management of Tickborne Rickettsial Diseases: Rocky Mountain Spotted Fever, Ehrlichioses, and Anaplasmosis – United States.                 *Case definitions have been updated since publication How to Contact the Rickettsial Zoonoses Branch at CDC                 The general public and healthcare providers should first call 1-800-CDC-INFO (1-800-232-4636) for questions regarding ehrlichiosis. If a consultation with a CDC scientist specializing in ehrlichiosis is advised, your call will be appropriately forwarded.                  Case Definitions                 As of January 1, 2008, E. chaffeensis and E. ewingii infections are reported under distinct reporting categories.                 2008 Case Definition                  Case Report Forms                 For confirmed and probable cases of ehrlichiosis that have been identified and reported through the National Notifiable Disease Surveillance System, states are also encouraged to submit additional information using the CDC Case Report Form (CRF). This form collects additional important information that routine electronic reporting does not, such as information on how the diagnosis was made, and whether the patient was hospitalized or died. If a different state-specific form is already used to collect this information, this information may be submitted to CDC in lieu of a CRF.                 2010 CDC Case Report Form: Tickborne Rickettsial Diseases (2010 version)  (PDF – 982kb; 3 pages)                  How to Submit Specimens to CDC for Ehrlichiosis Testing                 Private citizens may not directly submit specimens to CDC for testing. If you feel that diagnostic testing is necessary, consult your healthcare provider or state health department. State Health Departments:                 Specimens may be submitted to CDC for testing for ehrlichiosis. To coordinate specimen submission, please call 404-639-1075 during business hours (8:00 - 4:30 ET).                   U.S. Healthcare Providers:                 U.S. healthcare providers should not submit specimens for testing directly to CDC. CDC policy requires that specimens for testing be submitted through or with the approval of the state health department. Please contact your state health department, who will assist you with specimen submission and reporting of infection. For general questions about ehrlichiosis, please call 1-800-CDC-INFO (1-800-232-4636). If you have questions about a suspect ehrlichiosis case, please first consult your state health department. Healthcare providers requiring an epidemiologic or laboratory consultation on ehrlichiosis may also call 404-639-1075 during business hours (8:00 - 4:30 ET). Or 770-488-7100 after hours. Non U.S. Healthcare Providers:                 Non-U.S. healthcare providers should consult CDC prior to submitting specimens for testing. For general questions about ehrlichiosis, please call 1-800-CDC-INFO (1-800-232-4636). If you would like to discuss a suspect ehrlichiosis case with CDC, please call 404-639-1075 during business hours (8:00 - 4:30 ET), or 770-488-7100 after hours.",Ehrlichiosis,0000146,CDC,http://www.cdc.gov/ehrlichiosis/,,,
What is (are) Parasites - Fascioliasis (Fasciola Infection) ?,0000163-1,information,"Fascioliasis is an infectious disease caused by Fasciola parasites, which are flat worms referred to as liver flukes. The adult (mature) flukes are found in the bile ducts and liver of infected people and animals, such as sheep and cattle. In general, fascioliasis is more common in livestock and other animals than in people.Two Fasciola species (types) infect people. The main species is Fasciola hepatica, which is also known as ""the common liver fluke"" and ""the sheep liver fluke."" A related species, Fasciola gigantica, also can infect people.",Parasites - Fascioliasis (Fasciola Infection),0000163,CDC,http://www.cdc.gov/parasites/fasciola/index.html,,,
Who is at risk for Parasites - Fascioliasis (Fasciola Infection)? ?,0000163-2,susceptibility,"Fascioliasis occurs in many areas of the world and usually is caused by F. hepatica, which is a common liver fluke of sheep and cattle. In general, fascioliasis is more common and widespread in animals than in people. Even so, the number of infected people in the world is thought to exceed 2 million.    Fasciola hepatica is found in more than 50 countries, in all continents except Antarctica. It is found in parts of Latin America, the Caribbean, Europe, the Middle East, Africa, Asia, and Oceania. Fasciola gigantica is less widespread. Human cases have been reported in the tropics, in parts of Africa and Asia, and also in Hawaii.    In some areas where fascioliasis is found, human cases are uncommon (sporadic). In other areas, human fascioliasis is very common (hyperendemic). For example, the areas with the highest known rates of human infection are in the Andean highlands of Bolivia and Peru.    Special conditions are needed for fascioliasis to be present in an area, and its geographic distribution is very patchy (focal). The eggs passed in the stool of infected mammals have to develop (mature) in a suitable aquatic snail host to be able to infect another mammalian host. Requirements include sufficient moisture and favorable temperatures (above 50°F) that allow the development of miracidia, reproduction of snails, and larval development within the snails. These factors also contribute to both the prevalence and level (intensity) of infection. Prevalence is highest in areas where climatic conditions promote development of cercariae.    More on: Biology    Infective Fasciola larvae (metacercariae) are found in contaminated water, either stuck to (encysted on) water plants or floating in the water, often in marshy areas, ponds, or flooded pastures. People (and animals) typically become infected by eating raw watercress or other contaminated water plants. The plants may be eaten as a snack or in salads or sandwiches. People also can get infected by ingesting contaminated water, such as by drinking it or by eating vegetables that were washed or irrigated with contaminated water. Infection also can result from eating undercooked sheep or goat livers that contain immature forms of the parasite.    The possibility of becoming infected in the United States should be considered, despite the fact that few locally acquired cases have been documented. The prerequisites for the Fasciola life cycle exist in some parts of the United States. In addition, transmission because of imported contaminated produce could occur, as has been documented in Europe.",Parasites - Fascioliasis (Fasciola Infection),0000163,CDC,http://www.cdc.gov/parasites/fasciola/index.html,,,
How to diagnose Parasites - Fascioliasis (Fasciola Infection) ?,0000163-5,exams and tests,"The standard way to be sure a person is infected with Fasciola is by seeing the parasite. This is usually done by finding Fasciola eggs in stool (fecal) specimens examined under a microscope. More than one specimen may need to be examined to find the parasite. Sometimes eggs are found by examining duodenal contents or bile.    Infected people don't start passing eggs until they have been infected for several months; people don't pass eggs during the acute phase of the infection. Therefore, early on, the infection has to be diagnosed in other ways than by examining stool. Even during the chronic phase of infection, it can be difficult to find eggs in stool specimens from people who have light infections.    Certain types of blood tests can be helpful for diagnosing Fasciola infection, including routine blood work and tests that detect antibodies (an immune response) to the parasite.    More on: Resources for Health Professionals: Diagnosis",Parasites - Fascioliasis (Fasciola Infection),0000163,CDC,http://www.cdc.gov/parasites/fasciola/index.html,,,
What are the treatments for Parasites - Fascioliasis (Fasciola Infection) ?,0000163-6,treatment,"The first step is to make sure the diagnosis is correct. For more information, patients should consult their health care provider. Health care providers may consult with CDC staff about the diagnosis and treatment of fascioliasis.    The drug of choice is triclabendazole. In the United States, this drug is available through CDC, under a special (investigational) protocol. The drug is given by mouth, usually in one or two doses. Most people respond well to the treatment.    More on: Resources for Health Professionals: Treatment",Parasites - Fascioliasis (Fasciola Infection),0000163,CDC,http://www.cdc.gov/parasites/fasciola/index.html,,,
How to prevent Parasites - Fascioliasis (Fasciola Infection) ?,0000163-7,prevention,"No vaccine is available to protect people against Fasciola infection.    In some areas of the world where fascioliasis is found (endemic), special control programs are in place or are planned. The types of control measures depend on the setting (such as epidemiologic, ecologic, and cultural factors). Strict control of the growth and sale of watercress and other edible water plants is important.    Individual people can protect themselves by not eating raw watercress and other water plants, especially from endemic grazing areas. As always, travelers to areas with poor sanitation should avoid food and water that might be contaminated (tainted). Vegetables grown in fields that might have been irrigated with polluted water should be thoroughly cooked, as should viscera from potentially infected animals.",Parasites - Fascioliasis (Fasciola Infection),0000163,CDC,http://www.cdc.gov/parasites/fasciola/index.html,,,
how vaccines prevent disease,0000199-12,prevention,"Why Are Childhood Vaccines So Important? It is always better to prevent a disease than to treat it after it occurs. Diseases that used to be common in this country and around the world, including polio, measles, diphtheria, pertussis (whooping cough), rubella (German measles), mumps, tetanus, rotavirus and Haemophilus influenzae type b (Hib) can now be prevented by vaccination. Thanks to a vaccine, one of the most terrible diseases in history – smallpox – no longer exists outside the laboratory. Over the years vaccines have prevented countless cases of disease and saved millions of lives. Immunity Protects us From Disease Immunity is the body’s way of preventing disease.  Children are born with an immune system composed of cells, glands, organs, and fluids located throughout the body. The immune system recognizes germs that enter the body as ""foreign invaders” (called antigens) and produces proteins called antibodies to fight them. The first time a child is infected with a specific antigen (say measles virus), the immune system produces antibodies designed to fight it. This takes time . . . usually the immune system can’t work fast enough to prevent the antigen from causing disease, so the child still gets sick.  However, the immune system “remembers” that antigen. If it ever enters the body again, even after many years, the immune system can produce antibodies fast enough to keep it from causing disease a second time. This protection is called immunity. It would be nice if there were a way to give children immunity to a disease without their having to get sick first. In fact there is: Vaccines contain the same antigens (or parts of antigens) that cause diseases. For example, measles vaccine contains measles virus. But the antigens in vaccines are either killed, or weakened to the point that they don’t cause disease. However, they are strong enough to make the immune system produce antibodies that lead to immunity. In other words, a vaccine is a safer substitute for a child’s first exposure to a disease. The child gets protection without having to get sick. Through vaccination, children can develop immunity without suffering from the actual diseases that vaccines prevent. Top of Page More Facts Newborn babies are immune to many diseases because they have antibodies they got from their mothers. However, this immunity goes away during the first year of life. If an unvaccinated child is exposed to a disease germ, the child's body may not be strong enough to fight the disease. Before vaccines, many children died from diseases that vaccines now prevent, such as whooping cough, measles, and polio. Those same germs exist today, but because babies are protected by vaccines, we don’t see these diseases nearly as often. Immunizing individual children also helps to protect the health of our community, especially those people who cannot be immunized (children who are too young to be vaccinated, or those who can’t receive certain vaccines for medical reasons), and the small proportion of people who don’t respond to a particular vaccine. Vaccine-preventable diseases have a costly impact, resulting in doctor's visits, hospitalizations, and premature deaths. Sick children can also cause parents to lose time from work.   Related Pages Why Immunize? Vaccines: A Safe Choice Parents Guide to Immunizations For Parents: How Vaccines Prevent Diseases Top of Page   Images and logos on this website which are trademarked/copyrighted or used with permission of the trademark/copyright or logo holder are not in the public domain. These images and logos have been licensed for or used with permission in the materials provided on this website. The materials in the form presented on this website may be used without seeking further permission. Any other use of trademarked/copyrighted images or logos requires permission from the trademark/copyright holder...more This graphic notice means that you are leaving an HHS Web site. For more information, please see the Exit Notification and Disclaimer policy.",,0000199,CDC,http://www.cdc.gov/vaccines/,,,
Who is at risk for ? ?,0000199-14,susceptibility,"Measles: Make Sure Your Child Is Protected with MMR Vaccine Measles starts with a fever. Soon after, it causes a cough, runny nose, and red eyes. Then a rash of tiny, red spots breaks out. Measles can be serious for young children. Learn about protecting your child from measles with MMR vaccine. Protect your child at every age. Click on your child's age group for vaccine information. View or print age-specific vaccine information [252 KB, 27 pages] Records & Requirements Recording immunizations Finding immunization records Interpreting abbreviations on records Immunization requirements for child care and schools Making the Vaccine Decision How vaccines prevent diseases Vaccine side effects/risks Vaccine ingredients Ensuring vaccine safety Vaccines and your child’s immune system Learn More About Preteen and Teen Vaccines The Vaccines For Children program has helped prevent diseases and save lives…big time! [enlarged view] Watch The Immunization Baby Book Learn what vaccines your child needs, when they are needed, and why it is so important to follow the CDC’s recommended immunization schedule as you flip through this video baby book (4:04 mins) on CDC-TV or on YouTube. Who & When (Immunization Schedules) Birth through 6 Years Schedule [2 pages] Create a schedule for your child 7 through 18 Years Schedule [2 pages] 19 Years and Older Schedule [2 pages] Learn more about how CDC sets the immunization schedule for your family Knowing the childhood vaccination rates in your community is important. More Diseases and the Vaccines that Prevent Them Learn more about the 16 diseases that can be prevented with vaccines, as well as the benefits and risks of vaccination. Learn More About... Adoption and Vaccines Pregnancy Help Paying for Vaccines Evaluating Information on the Web",,0000199,CDC,http://www.cdc.gov/vaccines/,,,
