question,question_id,question_type,answer
How to diagnose Fecal Incontinence ?,0000099-6,exams and tests,"Health care providers diagnose fecal incontinence based on a persons medical history, physical exam, and medical test results. In addition to a general medical history, the health care provider may ask the following questions:
                
- When did fecal incontinence start?  - How often does fecal incontinence occur?  - How much stool leaks? Does the stool just streak the underwear? Does just a little bit of solid or liquid stool leak out or does complete loss of bowel control occur?  - Does fecal incontinence involve a strong urge to have a bowel movement or does it happen without warning?  - For people with hemorrhoids, do hemorrhoids bulge through the anus? Do the hemorrhoids pull back in by themselves, or do they have to be pushed in with a finger?  - How does fecal incontinence affect daily life?  - Is fecal incontinence worse after eating? Do certain foods seem to make fecal incontinence worse?  - Can passing gas be controlled?
                
People may want to keep a stool diary for several weeks before their appointment so they can answer these questions. A stool diary is a chart for recording daily bowel movement details. A sample stool diary is available on the Bowel Control Awareness Campaign website at www.bowelcontrol.nih.gov.
                
The person may be referred to a doctor who specializes in problems of the digestive system, such as a gastroenterologist, proctologist, or colorectal surgeon, or a doctor who specializes in problems of the urinary and reproductive systems, such as a urologist or urogynecologist. The specialist will perform a physical exam and may suggest one or more of the following tests:
                
- anal manometry  - anal ultrasound  - magnetic resonance imaging (MRI)  - defecography  - flexible sigmoidoscopy or colonoscopy  - anal electromyography (EMG)
                
Anal manometry. Anal manometry uses pressure sensors and a balloon that can be inflated in the rectum to check the sensitivity and function of the rectum. Anal manometry also checks the tightness of the anal sphincter muscles around the anus. To prepare for this test, the person should use an enema and not eat anything 2 hours before the test. An enema involves flushing water or a laxative into the anus using a special squirt bottle. A laxative is medication that loosens stool and increases bowel movements. For this test, a thin tube with a balloon on its tip and pressure sensors below the balloon is inserted into the anus until the balloon is in the rectum and pressure sensors are located in the anal canal. The tube is slowly pulled back through the sphincter muscle to measure muscle tone and contractions. No anesthesia is needed for this test, which takes about 30 minutes.
                
Anal ultrasound. Ultrasound uses a device, called a transducer, that bounces safe, painless sound waves off organs to create an image of their structure. An anal ultrasound is specific to the anus and rectum. The procedure is performed in a health care providers office, outpatient center, or hospital by a specially trained technician, and the images are interpreted by a radiologista doctor who specializes in medical imaging. Anesthesia is not needed. The images can show the structure of the anal sphincter muscles.
                
MRI. MRI machines use radio waves and magnets to produce detailed pictures of the bodys internal organs and soft tissues without using x rays. The procedure is performed in an outpatient center or hospital by a specially trained technician, and the images are interpreted by a radiologist. Anesthesia is not needed, though people with a fear of confined spaces may be given medication to help them relax. An MRI may include the injection of special dye, called contrast medium. With most MRI machines, the person lies on a table that slides into a tunnel-shaped device that may be open ended or closed at one end; some newer machines are designed to allow the person to lie in a more open space. MRIs can show problems with the anal sphincter muscles. MRI is an alternative to anal ultrasound that may provide more detailed information, especially about the external anal sphincter.
                
Defecography. This x ray of the area around the anus and rectum shows how well the person can hold and evacuate stool. The test also identifies structural changes in the rectum and anus such as rectocele and rectal prolapse. To prepare for the test, the person uses two enemas and does not eat anything 2 hours prior to the test. During the test, the health care provider fills the rectum with a soft paste that shows up on x rays and is the same consistency as stool. The person sits on a toilet inside an x-ray machine. The person is first asked to pull in and squeeze the sphincter muscles to prevent leakage and then to strain as if having a bowel movement. The radiologist studies the x rays to identify problems with the rectum, anus, and pelvic floor muscles.
                
Flexible sigmoidoscopy or colonoscopy. These tests are used to help diagnose problems causing fecal incontinence. The tests are similar, but colonoscopy is used to view the rectum and entire colon, while flexible sigmoidoscopy is used to view just the rectum and lower colon. These tests are performed at a hospital or outpatient center by a gastroenterologist. For both tests, a health care provider will provide written bowel prep instructions to follow at home. The person may be asked to follow a clear liquid diet for 1 to 3 days before either test. A laxative may be required the night before the test. One or more enemas may be required the night before and about 2 hours before the test.
                
In most cases, people will be given light anesthesia, and possibly pain medication, to help them relax during flexible sigmoidoscopy. Anesthesia is used for colonoscopy. For either test, the person will lie on a table while the gastroenterologist inserts a flexible tube into the anus. A small camera on the tube sends a video image of the intestinal lining to a computer screen. The test can show problems in the lower GI tract that may be causing the bowel control problem. The gastroenterologist may also perform a biopsy, a procedure that involves taking a piece of tissue from the bowel lining for examination with a microscope.
                
The person will not feel the biopsy. A pathologista doctor who specializes in diagnosing diseasesexamines the tissue in a lab to confirm the diagnosis.
                
Cramping or bloating may occur during the first hour after these tests. Driving is not permitted for 24 hours after flexible sigmoidoscopy or colonoscopy to allow the anesthesia time to wear off. Before the appointment, a person should make plans for a ride home. Full recovery is expected by the next day and the person is able to go back to a normal diet.
                
Anal EMG. Anal EMG checks the health of the pelvic floor muscles and the nerves that control the muscles. The health care provider inserts a very thin needle electrode through the skin into the muscle. The electrode on the needle picks up the electrical activity given off by the muscles and shows it as images on a monitor or sounds through a speaker. An alternative type of anal EMG uses stainless steel plates attached to the sides of a plastic plug instead of a needle. The plug is inserted into the anal canal to measure the electrical activity of the external anal sphincter and other pelvic floor muscles. The average amount of electrical activity when the person relaxes quietly, squeezes to prevent a bowel movement, and strains to have a bowel movement shows whether there is damage to the nerves that control the external sphincter and pelvic floor muscles."
What are the treatments for Fecal Incontinence ?,0000099-7,treatment,"Treatment for fecal incontinence may include one or more of the following:
                
- eating, diet, and nutrition  - medications  - bowel training  - pelvic floor exercises and biofeedback  - surgery  - electrical stimulation"
What to do for Fecal Incontinence ?,0000099-8,considerations,"Dietary changes that may improve fecal incontinence include
                
- Eating the right amount of fiber. Fiber can help with diarrhea and constipation. Fiber is found in fruits, vegetables, whole grains, and beans. Fiber supplements sold in a pharmacy or in a health food store are another common source of fiber to treat fecal incontinence. The Academy of Nutrition and Dietetics recommends consuming 20 to 35 grams of fiber a day for adults and age plus five grams for children. A 7-year-old child, for example, should get 7 plus five, or 12, grams of fiber a day. American adults consume only 15 grams a day on average.2 Fiber should be added to the diet slowly to avoid bloating.  - Getting plenty to drink. Drinking eight 8-ounce glasses of liquid a day may help prevent constipation. Water is a good choice. Drinks with caffeine, alcohol, milk, or carbonation should be avoided if they trigger diarrhea.
                
Keeping a Food Diary   A food diary can help identify foods that cause diarrhea and increase the risk of fecal incontinence. A food diary should list foods eaten, portion size, and when fecal incontinence occurs. After a few days, the diary may show a link between certain foods and fecal incontinence. Eating less of foods linked to fecal incontinence may improve symptoms. A food diary can also be helpful to a health care provider treating a person with fecal incontinence.   Common foods and drinks linked to fecal incontinence include   - dairy products such as milk, cheese, and ice cream   - drinks and foods containing caffeine   - cured or smoked meat such as sausage, ham, and turkey   - spicy foods   - alcoholic beverages   - fruits such as apples, peaches, and pears   - fatty and greasy foods   - sweeteners in diet drinks and sugarless gum and candy, including sorbitol, xylitol, mannitol, and fructose
                

                
Examples of Foods That Have Fiber        Beans, cereals, and breads    Fiber         cup of beans (navy, pinto, kidney, etc.), cooked    6.29.6 grams         cup of shredded wheat, ready-to-eat cereal    2.73.8 grams         cup of 100% bran, ready-to-eat cereal    9.1 grams        1 small oat bran muffin    3.0 grams        1 whole-wheat English muffin    4.4 grams        Fruits        1 small apple, with skin    3.6 grams        1 medium pear, with skin    5.5 grams         cup of raspberries    4.0 grams         cup of stewed prunes    3.8 grams        Vegetables         cup of winter squash, cooked    2.9 grams         1 medium sweet potato, baked in skin    3.8 grams         cup of green peas, cooked    3.54.4 grams        1 small potato, baked, with skin    3.0 grams         cup of mixed vegetables, cooked    4.0 grams         cup of broccoli, cooked    2.62.8 grams          cup of greens (spinach, collards, turnip greens), cooked    2.53.5 grams
                

                
Medications
                
If diarrhea is causing fecal incontinence, medication may help. Health care providers sometimes recommend using bulk laxatives, such as Citrucel and Metamucil, to develop more solid stools that are easier to control. Antidiarrheal medications such as loperamide or diphenoxylate may be recommended to slow down the bowels and help control the problem.
                
Bowel Training
                
Developing a regular bowel movement pattern can improve fecal incontinence, especially fecal incontinence due to constipation. Bowel training involves trying to have bowel movements at specific times of the day, such as after every meal. Over time, the body becomes used to a regular bowel movement pattern, thus reducing constipation and related fecal incontinence. Persistence is key to successful bowel training. Achieving a regular bowel control pattern can take weeks to months.
                
Pelvic Floor Exercises and Biofeedback
                
Exercises that strengthen the pelvic floor muscles may improve bowel control. Pelvic floor exercises involve squeezing and relaxing pelvic floor muscles 50 to 100 times a day. A health care provider can help with proper technique. Biofeedback therapy may also help a person perform the exercises properly. This therapy also improves a persons awareness of sensations in the rectum, teaching how to coordinate squeezing of the external sphincter muscle with the sensation of rectal filling. Biofeedback training uses special sensors to measure bodily functions. Sensors include pressure or EMG sensors in the anus, pressure sensors in the rectum, and a balloon in the rectum to produce graded sensations of rectal fullness. The measurements are displayed on a video screen as sounds or line graphs. The health care provider uses the information to help the person modify or change abnormal function. The person practices the exercises at home. Success with pelvic floor exercises depends on the cause of fecal incontinence, its severity, and the persons motivation and ability to follow the health care providers recommendations.
                
Surgery
                
Surgery may be an option for fecal incontinence that fails to improve with other treatments or for fecal incontinence caused by pelvic floor or anal sphincter muscle injuries.
                
- Sphincteroplasty, the most common fecal incontinence surgery, reconnects the separated ends of a sphincter muscle torn by childbirth or another injury. Sphincteroplasty is performed at a hospital by a colorectal, gynecological, or general surgeon.  - Artificial anal sphincter involves placing an inflatable cuff around the anus and implanting a small pump beneath the skin that the person activates to inflate or deflate the cuff. This surgery is much less common and is performed at a hospital by a specially trained colorectal surgeon.  - Nonabsorbable bulking agents can be injected into the wall of the anus to bulk up the tissue around the anus. The bulkier tissues make the opening of the anus narrower so the sphincters are able to close better. The procedure is performed in a health care providers office; anesthesia is not needed. The person can return to normal physical activities 1 week after the procedure.  - Bowel diversion is an operation that reroutes the normal movement of stool out of the body when part of the bowel is removed. The operation diverts the lower part of the small intestine or colon to an opening in the wall of the abdomenthe area between the chest and hips. An external pouch is attached to the opening to collect stool. The procedure is performed by a surgeon in a hospital and anesthesia is used. More information about these procedures can be found in the Bowel Diversion fact sheet.
                
Electrical Stimulation
                
Electrical stimulation, also called sacral nerve stimulation or neuromodulation, involves placing electrodes in the sacral nerves to the anus and rectum and continuously stimulating the nerves with electrical pulses. The sacral nerves connect to the part of the spine in the hip area. A battery-operated stimulator is placed beneath the skin. Based on the persons response, the health care provider can adjust the amount of stimulation so it works best for that person. The person can turn the stimulator on or off at any time. The procedure is performed in an outpatient center using local anesthesia."
What is (are) Fecal Incontinence ?,0000099-9,information,"Fecal incontinence can cause embarrassment, fear, and loneliness. Taking steps to cope is important. The following tips can help:
                
- carrying a bag with cleanup supplies and a change of clothes when leaving the house.  - finding public restrooms before one is needed.  - using the toilet before leaving home.  - wearing disposable underwear or absorbent pads inserted in the underwear.  - using fecal deodorantspills that reduce the smell of stool and gas. Although fecal deodorants are available over the counter, a health care provider can help people find them.
                
Eating tends to trigger contractions of the large intestine that push stool toward the rectum and also cause the rectum to contract for 30 to 60 minutes. Both these events increase the likelihood that a person will pass gas and have a bowel movement soon after eating. This activity may increase if the person is anxious. People with fecal incontinence may want to avoid eating in restaurants or at social gatherings, or they may want to take antidiarrheal medications before eating in these situations.
                
Anal Discomfort   The skin around the anus is delicate and sensitive. Constipation and diarrhea or contact between skin and stool can cause pain or itching. The following steps can help relieve anal discomfort:   - Washing the anal area after a bowel movement. Washing with water, but not soap, can help prevent discomfort. Soap can dry out the skin, making discomfort worse. Ideally, the anal area should be washed in the shower with lukewarm water or in a sitz batha special plastic tub that allows a person to sit in a few inches of warm water. No-rinse skin cleansers, such as Cavilon, are a good alternative. Wiping with toilet paper further irritates the skin and should be avoided. Premoistened, alcohol-free towelettes are a better choice.   - Keeping the anal area dry. The anal area should be allowed to air dry after washing. If time doesnt permit air drying, the anal area can be gently patted dry with a lint-free cloth.   - Creating a moisture barrier. A moisture barrier cream that contains ingredients such as dimethiconea type of siliconecan help form a barrier between skin and stool. The anal area should be cleaned before applying barrier cream. However, people should talk with their health care provider before using anal creams and ointments because some can irritate the anus.   - Using nonmedicated powders. Nonmedicated talcum powder or cornstarch can also relieve anal discomfort. As with moisture barrier creams, the anal area should be clean and dry before use.   - Using wicking pads or disposable underwear. Pads and disposable underwear with a wicking layer can pull moisture away from the skin.   - Wearing breathable clothes and underwear. Clothes and underwear should allow air to flow and keep skin dry. Tight clothes or plastic or rubber underwear that blocks air can worsen skin problems.   - Changing soiled underwear as soon as possible."
What to do for Fecal Incontinence ?,0000099-11,considerations,"- Fecal incontinence, also called a bowel control problem, is the accidental passing of solid or liquid stool or mucus from the rectum. Fecal incontinence includes the inability to hold a bowel movement until reaching a toilet as well as passing stool into ones underwear without being aware of it happening.  - Nearly 18 million U.S. adultsabout one in 12have fecal incontinence. People with fecal incontinence should not be afraid or embarrassed to talk with their health care provider.  - Fecal incontinence has many causes, including      - diarrhea    - constipation    - muscle damage or weakness    - nerve damage    - loss of stretch in the rectum    - childbirth by vaginal delivery    - hemorrhoids and rectal prolapse    - rectocele    - inactivity    - Health care providers diagnose fecal incontinence based on a persons medical history, physical exam, and medical test results.  - Treatment for fecal incontinence may include one or more of the following:      - eating, diet, and nutrition    - medications    - bowel training    - pelvic floor exercises and biofeedback    - surgery    - electrical stimulation    - A food diary can help identify foods that cause fecal incontinence.  - Fecal incontinence can occur in children because of a birth defect or disease, but in most cases it occurs because of constipation."
What is (are) Foodborne Illnesses ?,0000100-1,information,"Foodborne illnesses are infections or irritations of the gastrointestinal (GI) tract caused by food or beverages that contain harmful bacteria, parasites, viruses, or chemicals. The GI tract is a series of hollow organs joined in a long, twisting tube from the mouth to the anus. Common symptoms of foodborne illnesses include vomiting, diarrhea, abdominal pain, fever, and chills.
                
Most foodborne illnesses are acute, meaning they happen suddenly and last a short time, and most people recover on their own without treatment. Rarely, foodborne illnesses may lead to more serious complications. Each year, an estimated 48 million people in the United States experience a foodborne illness. Foodborne illnesses cause about 3,000 deaths in the United States annually.1"
What causes Foodborne Illnesses ?,0000100-2,causes,"The majority of foodborne illnesses are caused by harmful bacteria and viruses.2 Some parasites and chemicals also cause foodborne illnesses.
                
Bacteria
                
Bacteria are tiny organisms that can cause infections of the GI tract. Not all bacteria are harmful to humans.
                
Some harmful bacteria may already be present in foods when they are purchased. Raw foods including meat, poultry, fish and shellfish, eggs, unpasteurized milk and dairy products, and fresh produce often contain bacteria that cause foodborne illnesses. Bacteria can contaminate foodmaking it harmful to eatat any time during growth, harvesting or slaughter, processing, storage, and shipping.
                
Foods may also be contaminated with bacteria during food preparation in a restaurant or home kitchen. If food preparers do not thoroughly wash their hands, kitchen utensils, cutting boards, and other kitchen surfaces that come into contact with raw foods, cross-contaminationthe spread of bacteria from contaminated food to uncontaminated foodmay occur.
                
If hot food is not kept hot enough or cold food is not kept cold enough, bacteria may multiply. Bacteria multiply quickly when the temperature of food is between 40 and 140 degrees. Cold food should be kept below 40 degrees and hot food should be kept above 140 degrees. Bacteria multiply more slowly when food is refrigerated, and freezing food can further slow or even stop the spread of bacteria. However, bacteria in refrigerated or frozen foods become active again when food is brought to room temperature. Thoroughly cooking food kills bacteria.
                
Many types of bacteria cause foodborne illnesses. Examples include
                
- Salmonella, a bacterium found in many foods, including raw and undercooked meat, poultry, dairy products, and seafood. Salmonella may also be present on egg shells and inside eggs.  - Campylobacter jejuni (C. jejuni), found in raw or undercooked chicken and unpasteurized milk.  - Shigella, a bacterium spread from person to person. These bacteria are present in the stools of people who are infected. If people who are infected do not wash their hands thoroughly after using the bathroom, they can contaminate food that they handle or prepare. Water contaminated with infected stools can also contaminate produce in the field.  - Escherichia coli (E. coli), which includes several different strains, only a few of which cause illness in humans. E. coli O157:H7 is the strain that causes the most severe illness. Common sources of E. coli include raw or undercooked hamburger, unpasteurized fruit juices and milk, and fresh produce.  - Listeria monocytogenes (L. monocytogenes), which has been found in raw and undercooked meats, unpasteurized milk, soft cheeses, and ready-to-eat deli meats and hot dogs.  - Vibrio, a bacterium that may contaminate fish or shellfish.  - Clostridium botulinum (C. botulinum), a bacterium that may contaminate improperly canned foods and smoked and salted fish.
                
Viruses
                
Viruses are tiny capsules, much smaller than bacteria, that contain genetic material. Viruses cause infections that can lead to sickness. People can pass viruses to each other. Viruses are present in the stool or vomit of people who are infected. People who are infected with a virus may contaminate food and drinks, especially if they do not wash their hands thoroughly after using the bathroom.
                
Common sources of foodborne viruses include
                
- food prepared by a person infected with a virus  - shellfish from contaminated water  - produce irrigated with contaminated water
                
Common foodborne viruses include
                
- norovirus, which causes inflammation of the stomach and intestines  - hepatitis A, which causes inflammation of the liver
                
Parasites
                
Parasites are tiny organisms that live inside another organism. In developed countries such as the United States, parasitic infections are relatively rare.
                
Cryptosporidium parvum and Giardia intestinalis are parasites that are spread through water contaminated with the stools of people or animals who are infected. Foods that come into contact with contaminated water during growth or preparation can become contaminated with these parasites. Food preparers who are infected with these parasites can also contaminate foods if they do not thoroughly wash their hands after using the bathroom and before handling food.
                
Trichinella spiralis is a type of roundworm parasite. People may be infected with this parasite by consuming raw or undercooked pork or wild game.
                
Chemicals
                
Harmful chemicals that cause illness may contaminate foods such as
                
- fish or shellfish, which may feed on algae that produce toxins, leading to high concentrations of toxins in their bodies. Some types of fish, including tuna and mahi mahi, may be contaminated with bacteria that produce toxins if the fish are not properly refrigerated before they are cooked or served.  - certain types of wild mushrooms.  - unwashed fruits and vegetables that contain high concentrations of pesticides."
Who is at risk for Foodborne Illnesses? ?,0000100-3,susceptibility,"Anyone can get a foodborne illness. However, some people are more likely to develop foodborne illnesses than others, including
                
- infants and children  - pregnant women and their fetuses  - older adults  - people with weak immune systems
                
These groups also have a greater risk of developing severe symptoms or complications of foodborne illnesses."
What are the symptoms of Foodborne Illnesses ?,0000100-4,symptoms,"Symptoms of foodborne illnesses depend on the cause. Common symptoms of many foodborne illnesses include
                
- vomiting  - diarrhea or bloody diarrhea  - abdominal pain  - fever  - chills
                
Symptoms can range from mild to serious and can last from a few hours to several days.
                
C. botulinum and some chemicals affect the nervous system, causing symptoms such as
                
- headache  - tingling or numbness of the skin  - blurred vision  - weakness  - dizziness  - paralysis"
What are the complications of Foodborne Illnesses ?,0000100-5,complications,"Foodborne illnesses may lead to dehydration, hemolytic uremic syndrome (HUS), and other complications. Acute foodborne illnesses may also lead to chronicor long lastinghealth problems.
                
Dehydration
                
When someone does not drink enough fluids to replace those that are lost through vomiting and diarrhea, dehydration can result. When dehydrated, the body lacks enough fluid and electrolytesminerals in salts, including sodium, potassium, and chlorideto function properly. Infants, children, older adults, and people with weak immune systems have the greatest risk of becoming dehydrated.
                
Signs of dehydration are
                
- excessive thirst  - infrequent urination  - dark-colored urine  - lethargy, dizziness, or faintness
                
Signs of dehydration in infants and young children are
                
- dry mouth and tongue  - lack of tears when crying  - no wet diapers for 3 hours or more  - high fever  - unusually cranky or drowsy behavior  - sunken eyes, cheeks, or soft spot in the skull
                
Also, when people are dehydrated, their skin does not flatten back to normal right away after being gently pinched and released.
                
Severe dehydration may require intravenous fluids and hospitalization. Untreated severe dehydration can cause serious health problems such as organ damage, shock, or comaa sleeplike state in which a person is not conscious.
                
HUS
                
Hemolytic uremic syndrome is a rare disease that mostly affects children younger than 10 years of age. HUS develops when E. coli bacteria lodged in the digestive tract make toxins that enter the bloodstream. The toxins start to destroy red blood cells, which help the blood to clot, and the lining of the blood vessels.
                
In the United States, E. coli O157:H7 infection is the most common cause of HUS, but infection with other strains of E. coli, other bacteria, and viruses may also cause HUS. A recent study found that about 6 percent of people with E. coli O157:H7 infections developed HUS. Children younger than age 5 have the highest risk, but females and people age 60 and older also have increased risk.3
                
Symptoms of E. coli O157:H7 infection include diarrhea, which may be bloody, and abdominal pain, often accompanied by nausea, vomiting, and fever. Up to a week after E. coli symptoms appear, symptoms of HUS may develop, including irritability, paleness, and decreased urination. HUS may lead to acute renal failure, which is a sudden and temporary loss of kidney function. HUS may also affect other organs and the central nervous system. Most people who develop HUS recover with treatment. Research shows that in the United States between 2000 and 2006, fewer than 5 percent of people who developed HUS died of the disorder. Older adults had the highest mortality rateabout one-third of people age 60 and older who developed HUS died.3
                
Studies have shown that some children who recover from HUS develop chronic complications, including kidney problems, high blood pressure, and diabetes.
                
Other Complications
                
Some foodborne illnesses lead to other serious complications. For example, C. botulinum and certain chemicals in fish and seafood can paralyze the muscles that control breathing. L. monocytogenes can cause spontaneous abortion or stillbirth in pregnant women.
                
Research suggests that acute foodborne illnesses may lead to chronic disorders, including
                
- reactive arthritis, a type of joint inflammation that usually affects the knees, ankles, or feet. Some people develop this disorder following foodborne illnesses caused by certain bacteria, including C. jejuni and Salmonella. Reactive arthritis usually lasts fewer than 6 months, but this condition may recur or become chronic arthritis.4  - irritable bowel syndrome (IBS), a disorder of unknown cause that is associated with abdominal pain, bloating, and diarrhea or constipation or both. Foodborne illnesses caused by bacteria increase the risk of developing IBS.5  - Guillain-Barr syndrome, a disorder characterized by muscle weakness or paralysis that begins in the lower body and progresses to the upper body. This syndrome may occur after foodborne illnesses caused by bacteria, most commonly C. jejuni. Most people recover in 6 to 12 months.6
                
A recent study found that adults who had recovered from E. coli O157:H7 infections had increased risks of high blood pressure, kidney problems, and cardiovascular disease.7"
How to diagnose Foodborne Illnesses ?,0000100-7,exams and tests,"To diagnose foodborne illnesses, health care providers ask about symptoms, foods and beverages recently consumed, and medical history. Health care providers will also perform a physical examination to look for signs of illness.
                
Diagnostic tests for foodborne illnesses may include a stool culture, in which a sample of stool is analyzed in a laboratory to check for signs of infections or diseases. A sample of vomit or a sample of the suspected food, if available, may also be tested. A health care provider may perform additional medical tests to rule out diseases and disorders that cause symptoms similar to the symptoms of foodborne illnesses.
                
If symptoms of foodborne illnesses are mild and last only a short time, diagnostic tests are usually not necessary."
What are the treatments for Foodborne Illnesses ?,0000100-8,treatment,"The only treatment needed for most foodborne illnesses is replacing lost fluids and electrolytes to prevent dehydration.
                
Over-the-counter medications such as loperamide (Imodium) and bismuth subsalicylate (Pepto-Bismol and Kaopectate) may help stop diarrhea in adults. However, people with bloody diarrheaa sign of bacterial or parasitic infectionshould not use these medications. If diarrhea is caused by bacteria or parasites, over-the-counter medications may prolong the problem. Medications to treat diarrhea in adults can be dangerous for infants and children and should only be given with a health care providers guidance.
                
If the specific cause of the foodborne illness is diagnosed, a health care provider may prescribe medications, such as antibiotics, to treat the illness.
                
Hospitalization may be required to treat lifethreatening symptoms and complications, such as paralysis, severe dehydration, and HUS."
What to do for Foodborne Illnesses ?,0000100-9,considerations,"The following steps may help relieve the symptoms of foodborne illnesses and prevent dehydration in adults:
                
- drinking plenty of liquids such as fruit juices, sports drinks, caffeine-free soft drinks, and broths to replace fluids and electrolytes  - sipping small amounts of clear liquids or sucking on ice chips if vomiting is still a problem  - gradually reintroducing food, starting with bland, easy-to-digest foods such as rice, potatoes, toast or bread, cereal, lean meat, applesauce, and bananas  - avoiding fatty foods, sugary foods, dairy products, caffeine, and alcohol until recovery is complete
                
Infants and children present special concerns. Infants and children are likely to become dehydrated more quickly from diarrhea and vomiting because of their smaller body size. The following steps may help relieve symptoms and prevent dehydration in infants and children:
                
- giving oral rehydration solutions such as Pedialyte, Naturalyte, Infalyte, and CeraLyte to prevent dehydration  - giving food as soon as the child is hungry  - giving infants breast milk or fullstrength formula, as usual, along with oral rehydration solutions
                
Older adults and adults with weak immune systems should also drink oral rehydration solutions to prevent dehydration."
How to prevent Foodborne Illnesses ?,0000100-10,prevention,"Foodborne illnesses can be prevented by properly storing, cooking, cleaning, and handling foods.
                
- Raw and cooked perishable foodsfoods that can spoilshould be refrigerated or frozen promptly. If perishable foods stand at room temperature for more than 2 hours, they may not be safe to eat. Refrigerators should be set at 40 degrees or lower and freezers should be set at 0 degrees.  - Foods should be cooked long enough and at a high enough temperature to kill the harmful bacteria that cause illnesses. A meat thermometer should be used to ensure foods are cooked to the appropriate internal temperature:      - 145 degrees for roasts, steaks, and chops of beef, veal, pork, and lamb, followed by 3 minutes of rest time after the meat is removed from the heat source    - 160 degrees for ground beef, veal, pork, and lamb    - 165 degrees for poultry    - Cold foods should be kept cold and hot foods should be kept hot.  - Fruits and vegetables should be washed under running water just before eating, cutting, or cooking. A produce brush can be used under running water to clean fruits and vegetables with firm skin.  - Raw meat, poultry, seafood, and their juices should be kept away from other foods.  - People should wash their hands for at least 20 seconds with warm, soapy water before and after handling raw meat, poultry, fish, shellfish, produce, or eggs. People should also wash their hands after using the bathroom, changing diapers, or touching animals.  - Utensils and surfaces should be washed with hot, soapy water before and after they are used to prepare food. Diluted bleach1 teaspoon of bleach to 1 quart of hot watercan also be used to sanitize utensils and surfaces.
                
More information about preventing foodborne illnesses is available at www.foodsafety.gov."
What to do for Foodborne Illnesses ?,0000100-12,considerations,"- Foodborne illnesses are infections or irritations of the gastrointestinal (GI) tract caused by food or beverages that contain harmful bacteria, parasites, viruses, or chemicals.  - Anyone can get a foodborne illness. However, some people are more likely to develop foodborne illnesses than others, including infants and children, pregnant women and their fetuses, older adults, and people with weakened immune systems.  - Symptoms of foodborne illnesses depend on the cause. Common symptoms of many foodborne illnesses include vomiting, diarrhea or bloody diarrhea, abdominal pain, fever, and chills.  - Foodborne illnesses may lead to dehydration, hemolytic uremic syndrome (HUS), and other complications. Acute foodborne illnesses may also lead to chronicor long lastinghealth problems.  - The only treatment needed for most foodborne illnesses is replacing lost fluids and electrolytes to prevent dehydration.  - Foodborne illnesses can be prevented by properly storing, cooking, cleaning, and handling foods."
What is (are) Gallstones ?,0000101-1,information,"Gallstones are hard particles that develop in the gallbladder. The gallbladder is a small, pear-shaped organ located in the upper right abdomenthe area between the chest and hipsbelow the liver.
                
Gallstones can range in size from a grain of sand to a golf ball. The gallbladder can develop a single large gallstone, hundreds of tiny stones, or both small and large stones. Gallstones can cause sudden pain in the upper right abdomen. This pain, called a gallbladder attack or biliary colic, occurs when gallstones block the ducts of the biliary tract."
What is (are) Gallstones ?,0000101-2,information,"The biliary tract consists of the gallbladder and the bile ducts. The bile ducts carry bile and other digestive enzymes from the liver and pancreas to the duodenumthe fi rst part of the small intestine.
                
The liver produces bilea fl uid that carries toxins and waste products out of the body and helps the body digest fats and the fat-soluble vitamins A, D, E, and K. Bile mostly consists of cholesterol, bile salts, and bilirubin. Bilirubin, a reddish-yellow substance, forms when hemoglobin from red blood cells breaks down. Most bilirubin is excreted through bile.
                

                

                
The bile ducts of the biliary tract include the hepatic ducts, the common bile duct, the pancreatic duct, and the cystic duct. The gallbladder stores bile. Eating signals the gallbladder to contract and empty bile through the cystic duct and common bile duct into the duodenum to mix with food."
What causes Gallstones ?,0000101-3,causes,"Imbalances in the substances that make up bile cause gallstones. Gallstones may form if bile contains too much cholesterol, too much bilirubin, or not enough bile salts. Scientists do not fully understand why these imbalances occur. Gallstones also may form if the gallbladder does not empty completely or often enough.
                
The two types of gallstones are cholesterol and pigment stones:
                
- Cholesterol stones, usually yellow-green in color, consist primarily of hardened cholesterol. In the United States, more than 80 percent of gallstones are cholesterol stones.1  - Pigment stones, dark in color, are made of bilirubin."
