question,question_id,question_type,answer
What is (are) Concussion ?,0000228-1,information,"A concussion is a type of brain injury. It's the most minor form. Technically, a concussion is a short loss of normal brain function in response to a head injury. But people often use it to describe any minor injury to the head or brain.    Concussions are a common type of sports injury. You can also have one if you suffer a blow to the head or hit your head after a fall.    Symptoms of a concussion may not start right away; they may start days or weeks after the injury. Symptoms may include a headache or neck pain. You may also have nausea, ringing in your ears, dizziness, or tiredness. You may feel dazed or not your normal self for several days or weeks after the injury. Consult your health care professional if any of your symptoms get worse, or if you have more serious symptoms such as       - Seizures    - Trouble walking or sleeping    - Weakness, numbness, or decreased coordination    - Repeated vomiting or nausea    - Confusion    - Slurred speech       Doctors use a neurologic exam and imaging tests to diagnose a concussion. Most people recover fully after a concussion, but it can take some time. Rest is very important after a concussion because it helps the brain to heal.    Centers for Disease Control and Prevention"
What is (are) Congenital Heart Defects ?,0000229-1,information,"A congenital heart defect is a problem with the structure of the heart. It is present at birth. Congenital heart defects are the most common type of birth defect. The defects can involve the walls of the heart, the valves of the heart, and the arteries and veins near the heart. They can disrupt the normal flow of blood through the heart. The blood flow can slow down, go in the wrong direction or to the wrong place, or be blocked completely.    Doctors use a physical exam and special heart tests to diagnose congenital heart defects. They often find severe defects during pregnancy or soon after birth. Signs and symptoms of severe defects in newborns include       - Rapid breathing    - Cyanosis - a bluish tint to the skin, lips, and fingernails    - Fatigue    - Poor blood circulation       Many congenital heart defects cause few or no signs and symptoms. They are often not diagnosed until children are older.    Many children with congenital heart defects don't need treatment, but others do. Treatment can include medicines, catheter procedures, surgery, and heart transplants. The treatment depends on the type of the defect, how severe it is, and a child's age, size, and general health.    NIH: National Heart, Lung, and Blood Institute"
What is (are) Connective Tissue Disorders ?,0000230-1,information,"Connective tissue is the material inside your body that supports many of its parts. It is the ""cellular glue"" that gives your tissues their shape and helps keep them strong. It also helps some of your tissues do their work. Cartilage and fat are examples of connective tissue.      There are over 200 disorders that impact connective tissue. Some, like cellulitis, are the result of an infection. Injuries can cause connective tissue disorders, such as scars. Others, such as Ehlers-Danlos syndrome, Marfan syndrome, and osteogenesis imperfecta, are genetic. Still others, like scleroderma, have no known cause. Each disorder has its own symptoms and needs different treatment."
What is (are) Constipation ?,0000231-1,information,"Constipation means that a person has three or fewer bowel movements in a week. The stool can be hard and dry. Sometimes it is painful to pass. At one time or another, almost everyone gets constipated. In most cases, it lasts a short time and is not serious.     There are many things you can do to prevent constipation. They include       -  Eating more fruits, vegetables and grains, which are high in fiber    -  Drinking plenty of water and other liquids    -  Getting enough exercise    -  Taking time to have a bowel movement when you need to    -  Using laxatives only if your doctor says you should    -  Asking your doctor if medicines you take may cause constipation           It's not important that you have a bowel movement every day. If your bowel habits change, however, check with your doctor.     NIH: National Institute of Diabetes and Digestive and Kidney Diseases"
What is (are) COPD ?,0000232-1,information,"COPD (chronic obstructive pulmonary disease) makes it hard for you to breathe. The two main types are chronic bronchitis and emphysema. The main cause of COPD is long-term exposure to substances that irritate and damage the lungs. This is usually cigarette smoke. Air pollution, chemical fumes, or dust can also cause it.    At first, COPD may cause no symptoms or only mild symptoms. As the disease gets worse, symptoms usually become more severe. They include       - A cough that produces a lot of mucus    - Shortness of breath, especially with physical activity    - Wheezing    - Chest tightness       Doctors use lung function tests, imaging tests, and blood tests to diagnose COPD. There is no cure. Treatments may relieve symptoms. They include medicines, oxygen therapy, surgery, or a lung transplant. Quitting smoking is the most important step you can take to treat COPD.     NIH: National Heart, Lung, and Blood Institute"
What is (are) Coping with Chronic Illness ?,0000233-1,information,"Having a long-term, or chronic, illness can disrupt your life in many ways. You may often be tired and in pain. Your illness might affect your appearance or your physical abilities and independence. You may not be able to work, causing financial problems. For children, chronic illnesses can be frightening, because they may not understand why this is happening to them.    These changes can cause stress, anxiety and anger. If they do, it is important to seek help. A trained counselor can help you develop strategies to regain a feeling of control. Support groups might help, too. You will find that you are not alone, and you may learn some new tips on how to cope."
Do you have information about Coping with Disasters,0000234-1,information,"Summary : No matter how well you have prepared, you might feel dazed or numb after going through a disaster. You may also feel sad, helpless, or anxious. In spite of the tragedy, you might just feel happy to be alive.    It is not unusual to have bad memories or dreams. You may avoid places or people that remind you of the disaster. You might have trouble sleeping, eating, or paying attention. Many people have short tempers and get angry easily. These are all normal reactions to stress.    Sometimes the stress can be too much to handle alone. Some people have long-term problems after a disaster, including       -  Post-traumatic stress disorder    -  Depression    -  Self-blame    -  Suicidal thoughts    -  Alcohol or drug abuse       If your emotional reactions are getting in the way of your relationships, work, or other important activities, talk to a counselor or your doctor. Treatments are available.    Centers for Disease Control and Prevention"
What is (are) Corneal Disorders ?,0000235-1,information,"Your cornea is the outermost layer of your eye. It is clear and shaped like a dome. The cornea helps to shield the rest of the eye from germs, dust, and other harmful matter. It also helps your eye to focus. If you wear contact lenses, they float on top of your corneas.     Problems with the cornea include       - Refractive errors    - Allergies    - Infections    - Injuries    - Dystrophies - conditions in which parts of the cornea lose clarity due to a buildup of cloudy material       Treatments of corneal disorders include medicines, corneal transplantation, and corneal laser surgery.     NIH: National Eye Institute"
What is (are) Corns and Calluses ?,0000236-1,information,"Corns and calluses are caused by pressure or friction on your skin. They often appear on feet where the bony parts of your feet rub against your shoes. Corns usually appear on the tops or sides of toes while calluses form on the soles of feet. Calluses also can appear on hands or other areas that are rubbed or pressed.    Wearing shoes that fit better or using non-medicated pads may help. While bathing, gently rub the corn or callus with a washcloth or pumice stone to help reduce the size. To avoid infection, do not try to shave off the corn or callus. See your doctor, especially if you have diabetes or circulation problems.    NIH: National Institute on Aging"
Do you have information about Coronary Artery Bypass Surgery,0000237-1,information,"Summary : In coronary artery disease (CAD), the arteries that supply blood and oxygen to your heart muscle grow hardened and narrowed. You may try treatments such as lifestyle changes, medicines, and angioplasty, a procedure to open the arteries. If these treatments don't help, you may need coronary artery bypass surgery.    The surgery creates a new path for blood to flow to the heart. The surgeon takes a healthy piece of vein from the leg or artery from the chest or wrist. Then the surgeon attaches it to the coronary artery, just above and below the narrowed area or blockage. This allows blood to bypass (get around) the blockage. Sometimes people need more than one bypass.    The results of the surgery usually are excellent. Many people remain symptom-free for many years. You may need surgery again if blockages form in the grafted arteries or veins or in arteries that weren't blocked before. Lifestyle changes and medicines may help prevent arteries from becoming clogged again.    NIH: National Heart, Lung, and Blood Institute"
What is (are) Coronary Artery Disease ?,0000238-1,information,"Coronary artery disease (CAD) is the most common type of heart disease. It is the leading cause of death in the United States in both men and women.    CAD happens when the arteries that supply blood to heart muscle become hardened and narrowed. This is due to the buildup of cholesterol and other material, called plaque, on their inner walls. This buildup is called atherosclerosis. As it grows, less blood can flow through the arteries. As a result, the heart muscle can't get the blood or oxygen it needs. This can lead to chest pain (angina) or a heart attack. Most heart attacks happen when a blood clot suddenly cuts off the hearts' blood supply, causing permanent heart damage.     Over time, CAD can also weaken the heart muscle and contribute to heart failure and arrhythmias. Heart failure means the heart can't pump blood well to the rest of the body. Arrhythmias are changes in the normal beating rhythm of the heart.     NIH: National Heart, Lung, and Blood Institute"
What is (are) Coronavirus Infections ?,0000239-1,information,"Coronaviruses are common viruses that most people get some time in their life. They are common throughout the world, and they can infect people and animals. Several different coronaviruses can infect people and make them sick. They usually cause mild to moderate upper-respiratory illness. But, some coronaviruses can cause severe illness.    Coronaviruses probably spread through the air by coughing or sneezing, or by close personal contact. If you get infected, symptoms may include       - Runny nose    - Cough    - Sore throat    - Fever       You may be able to reduce your risk of infection by washing your hands often with soap and water, not touching your eyes, nose, or mouth, and avoiding close contact with people who are sick. There is no vaccine to prevent coronavirus infection. There are no specific treatments. You can relieve symptoms with pain and fever medicines and rest.    Centers for Disease Control and Prevention"
Do you have information about Cosmetic Dentistry,0000240-1,information,"Summary : If you have stained, broken or uneven teeth, cosmetic dentistry can help. Cosmetic dentistry is different from orthodontic treatment, which can straighten your teeth with braces or other devices.    Cosmetic dental procedures include       - Bleaching to make teeth whiter    - Repairing chips or rough spots with fillings that match your teeth     - Filling cavities with tooth-colored materials     - Reshaping teeth that don't match the others    - Closing gaps between teeth     - Covering broken teeth with porcelain crowns"
Do you have information about Cosmetics,0000241-1,information,"Summary : Cosmetics are products you apply to your body to clean it, make it more attractive, or change the way it looks. They include       -  Hair dyes     -  Makeup     -  Perfumes     -  Skin-care creams        Cosmetics that treat or prevent diseases are also drugs. Products such as dandruff shampoo, fluoride toothpaste, and antiperspirant deodorant are both cosmetics and drugs. A good way to tell if you're buying a cosmetic that is also a drug is to see if the first ingredient listed is an ""active ingredient."" The active ingredient is the chemical that makes the product effective. The manufacturer must have proof that it's safe for its intended use.    Cosmetics can cause allergic reactions. The first sign is often red and irritated skin. Fragrances and preservatives are the most common causes of skin problems.    To find out all the ingredients in a cosmetic you use, check the container. Manufacturers are required to list them. Labels such as ""natural"" and ""hypoallergenic"" have no official meaning. Companies can use them to mean whatever they want.     Food and Drug Administration"
What is (are) Cough ?,0000242-1,information,"Coughing is a reflex that keeps your throat and airways clear. Although it can be annoying, coughing helps your body heal or protect itself. Coughs can be either acute or chronic. Acute coughs begin suddenly and usually last no more than 2 to 3 weeks. Acute coughs are the kind you most often get with a cold, flu, or acute bronchitis. Chronic coughs last longer than 2 to 3 weeks. Causes of chronic cough include       - Chronic bronchitis    - Asthma    - Allergies    - COPD (chronic obstructive pulmonary disease)    - GERD (gastroesophageal reflux disease)     - Smoking    - Throat disorders, such as croup in young children    - Some medicines        Water can help ease your cough - whether you drink it or add it to the air with a steamy shower or vaporizer. If you have a cold or the flu, antihistamines may work better than non-prescription cough medicines. Children under four should not have cough medicine. For children over four, use caution and read labels carefully."
Do you have information about CPR,0000243-1,information,"Summary : When someone's blood flow or breathing stops, seconds count. Permanent brain damage or death can happen quickly. If you know how to perform cardiopulmonary resuscitation (CPR), you could save a life. CPR is an emergency procedure for a person whose heart has stopped or is no longer breathing. CPR can maintain circulation and breathing until emergency medical help arrives.    Even if you haven't had training, you can do ""hands-only"" CPR for a teen or adult whose heart has stopped beating (""hands-only"" CPR isn't recommended for children). ""Hands-only"" CPR uses chest compressions to keep blood circulating until emergency help arrives. If you've had training, you can use chest compressions, clear the airway, and do rescue breathing. Rescue breathing helps get oxygen to the lungs for a person who has stopped breathing. To keep your skills up, you should repeat the training every two years."
What is (are) Craniofacial Abnormalities ?,0000244-1,information,"Craniofacial is a medical term that relates to the bones of the skull and face. Craniofacial abnormalities are birth defects of the face or head. Some, like cleft lip and palate, are among the most common of all birth defects. Others are very rare. Most of them affect how a person's face or head looks. These conditions may also affect other parts of the body.    Treatment depends on the type of problem. Plastic and reconstructive surgery may help the person's appearance."
What is (are) Creatinine ?,0000245-1,information,"Creatinine is a waste product in your blood. It comes from protein in your diet and the normal breakdown of muscles of your body. Creatinine is removed from blood by the kidneys and then passes out of the body in your urine. If you have kidney disease, the level of creatinine in your blood increases.    Blood (serum) and urine tests can check your creatinine levels. The tests are done to check how well your kidneys are working.    NIH: National Institute of Diabetes and Digestive and Kidney Diseases"
What is (are) Creutzfeldt-Jakob Disease ?,0000246-1,information,"Creutzfeldt-Jakob disease (CJD) is a rare, degenerative brain disorder. Symptoms usually start around age 60. Memory problems, behavior changes, vision problems, and poor muscle coordination progress quickly to dementia, coma, and death. Most patients die within a year.    The three main categories of CJD are        - Sporadic CJD, which occurs for no known reason     - Hereditary CJD, which runs in families    - Acquired CJD, which occurs from contact with infected tissue, usually during a medical procedure       Cattle can get a disease related to CJD called bovine spongiform encephalopathy (BSE) or ""mad cow disease."" There is concern that people can get a variant of CJD from eating beef from an infected animal, but there is no direct proof to support this.    NIH: National Institute of Neurological Disorders and Stroke"
Do you have information about Critical Care,0000247-1,information,"Summary : Critical care helps people with life-threatening injuries and illnesses. It might treat problems such as complications from surgery, accidents, infections, and severe breathing problems. It involves close, constant attention by a team of specially-trained health care providers. Critical care usually takes place in an intensive care unit (ICU) or trauma center.    Monitors, intravenous (IV) tubes, feeding tubes, catheters, breathing machines, and other equipment are common in critical care units. They can keep a person alive, but can also increase the risk of infection.    Many patients in critical care recover, but some die. Having advance directives in place is important. They help health care providers and family members make end-of-life decisions if you are not able to make them."
What is (are) Crohn's Disease ?,0000248-1,information,"Crohn's disease causes inflammation of the digestive system. It is one of a group of diseases called inflammatory bowel disease. Crohn's can affect any area from the mouth to the anus. It often affects the lower part of the small intestine called the ileum.    The cause of Crohn's disease is unknown. It may be due to an abnormal reaction by the body's immune system. It also seems to run in some families. It most commonly starts between the ages of 13 and 30.    The most common symptoms are pain in the abdomen and diarrhea. Other symptoms include       - Bleeding from the rectum    - Weight loss    - Fever       Your doctor will diagnose Crohn's disease with a physical exam, lab tests, imaging tests, and a colonoscopy.    Crohn's can cause complications, such as intestinal blockages, ulcers in the intestine, and problems getting enough nutrients. People with Crohn's can also have joint pain and skin problems. Children with the disease may have growth problems.    There is no cure for Crohn's. Treatment can help control symptoms, and may include medicines, nutrition supplements, and/or surgery. Some people have long periods of remission, when they are free of symptoms.    NIH: National Institute of Diabetes and Digestive and Kidney Diseases"
What is (are) Croup ?,0000249-1,information,"Croup is an inflammation of the vocal cords (larynx) and windpipe (trachea). It causes difficulty breathing, a barking cough, and a hoarse voice. The cause is usually a virus, often parainfluenza virus. Other causes include allergies and reflux.    Croup often starts out like a cold. But then the vocal cords and windpipe become swollen, causing the hoarseness and the cough. There may also be a fever and high-pitched noisy sounds when breathing. The symptoms are usually worse at night, and last for about three to five days. Children between the ages of 6 months and 3 years have the highest risk of getting croup. They may also have more severe symptoms. Croup is more common in the fall and winter.    Most cases of viral croup are mild and can be treated at home. Rarely, croup can become serious and interfere with your child's breathing. If you are worried about your child's breathing, call your health care provider right away."
What is (are) Cryptosporidiosis ?,0000250-1,information,"Cryptosporidiosis (crypto) is an illness caused by a parasite. The parasite lives in soil, food and water. It may also be on surfaces that have been contaminated with waste. You can become infected if you swallow the parasite.    The most common symptom of crypto is watery diarrhea. Other symptoms include       -  Dehydration     - Weight loss     -  Stomach cramps or pain     -  Fever     -  Nausea     -  Vomiting        Most people with crypto get better with no treatment, but crypto can cause serious problems in people with weak immune systems such as in people with HIV/AIDS. To reduce your risk of crypto, wash your hands often, avoid water that may be infected, and wash or peel fresh fruits and vegetables before eating.    Centers for Disease Control and Prevention"
Do you have information about CT Scans,0000251-1,information,"Summary : Computed tomography (CT) is a type of imaging. It uses special x-ray equipment to make cross-sectional pictures of your body.     Doctors use CT scans to look for       -  Broken bones    -  Cancers    -  Blood clots    -  Signs of heart disease    -  Internal bleeding       During a CT scan, you lie still on a table. The table slowly passes through the center of a large X-ray machine. The test is painless. During some tests you receive a contrast dye, which makes parts of your body show up better in the image.    NIH: National Cancer Institute"
What is (are) Cushing's Syndrome ?,0000252-1,information,"Cushing's syndrome is a hormonal disorder. The cause is long-term exposure to too much cortisol, a hormone that your adrenal gland makes. Sometimes, taking synthetic hormone medicine to treat an inflammatory disease leads to Cushing's. Some kinds of tumors produce a hormone that can cause your body to make too much cortisol.    Cushing's syndrome is rare. Some symptoms are       - Upper body obesity     - Thin arms and legs    - Severe fatigue and muscle weakness    - High blood pressure    - High blood sugar    - Easy bruising       Lab tests can show if you have it and find the cause. Your treatment will depend on why you have too much cortisol. If it is because you have been taking synthetic hormones, a lower dose may control your symptoms. If the cause is a tumor, surgery and other therapies may be needed.    NIH: National Institute of Diabetes and Digestive and Kidney Diseases"
What is (are) Cystic Fibrosis ?,0000253-1,information,"Cystic fibrosis (CF) is an inherited disease of the mucus and sweat glands. It affects mostly your lungs, pancreas, liver, intestines, sinuses, and sex organs. CF causes your mucus to be thick and sticky. The mucus clogs the lungs, causing breathing problems and making it easy for bacteria to grow. This can lead to repeated lung infections and lung damage.     The symptoms and severity of CF can vary. Some people have serious problems from birth. Others have a milder version of the disease that doesn't show up until they are teens or young adults. Sometimes you will have few symptoms, but later you may have more symptoms.    CF is diagnosed through various tests, such as gene, blood, and sweat tests. There is no cure for CF, but treatments have improved greatly in recent years. In the past, most deaths from CF were in children and teenagers. Today, with improved treatments, some people who have CF are living into their forties, fifties, or older. Treatments may include chest physical therapy, nutritional and respiratory therapies, medicines, and exercise.    NIH: National Heart, Lung, and Blood Institute"
What is (are) Cytomegalovirus Infections ?,0000254-1,information,"Cytomegalovirus (CMV) is a virus found around the world. It is related to the viruses that cause chickenpox and infectious mononucleosis (mono). Between 50 percent and 80 percent of adults in the United States have had a CMV infection by age 40. Once CMV is in a person's body, it stays there for life.     CMV is spread through close contact with body fluids. Most people with CMV don't get sick and don't know that they've been infected. But infection with the virus can be serious in babies and people with weak immune systems. If a woman gets CMV when she is pregnant, she can pass it on to her baby. Usually the babies do not have health problems. But some babies can develop lifelong disabilities.    A blood test can tell whether a person has ever been infected with CMV. Most people with CMV don't need treatment. If you have a weakened immune system, your doctor may prescribe antiviral medicine. Good hygiene, including proper hand washing, may help prevent infections.    Centers for Disease Control and Prevention"
Do you have information about DASH Diet,0000255-1,information,"Summary : DASH stands for Dietary Approaches to Stop Hypertension. It is an eating plan that is based on research studies sponsored by the National Heart, Lung, and Blood Institute (NHLBI). These studies showed that DASH lowers high blood pressure and improves levels of cholesterol. This reduces your risk of getting heart disease.    The DASH Diet       - Emphasizes vegetables, fruits, and fat-free or low-fat dairy products.    - Includes whole grains, fish, poultry, beans, seeds, nuts, and vegetable oils.    - Limits sodium, sweets, sugary beverages, and red meats.       Along with DASH, other lifestyle changes can help lower your blood pressure. They include staying at a healthy weight, exercising, and not smoking.    NIH: National Heart, Lung, and Blood Institute"
What is (are) Deep Vein Thrombosis ?,0000256-1,information,"Deep vein thrombosis, or DVT, is a blood clot that forms in a vein deep in the body. Most deep vein clots occur in the lower leg or thigh. If the vein swells, the condition is called thrombophlebitis. A deep vein thrombosis can break loose and cause a serious problem in the lung, called a pulmonary embolism.    Sitting still for a long time can make you more likely to get a DVT. Some medicines and disorders that increase your risk for blood clots can also lead to DVTs. Common symptoms are        -  Warmth and tenderness over the vein     -  Pain or swelling in the part of the body affected     -  Skin redness        Treatment includes medicines to ease pain and inflammation, break up clots and keep new clots from forming. Keeping the affected area raised and applying moist heat can also help. If you are taking a long car or plane trip, take a break, walk or stretch your legs and drink plenty of liquids."
What is (are) Degenerative Nerve Diseases ?,0000257-1,information,"Degenerative nerve diseases affect many of your body's activities, such as balance, movement, talking, breathing, and heart function. Many of these diseases are genetic. Sometimes the cause is a medical condition such as alcoholism, a tumor, or a stroke. Other causes may include toxins, chemicals, and viruses. Sometimes the cause is not known.    Degenerative nerve diseases include       -  Alzheimer's disease    -  Amyotrophic lateral sclerosis    - Friedreich's ataxia    -  Huntington's disease    -  Lewy body disease    - Parkinson's disease     -  Spinal muscular atrophy       Degenerative nerve diseases can be serious or life-threatening. It depends on the type. Most of them have no cure. Treatments may help improve symptoms, relieve pain, and increase mobility."
What is (are) Dehydration ?,0000258-1,information,"When you're dehydrated, your body doesn't have enough fluid to work properly. An average person on an average day needs about 3 quarts of water. But if you're out in the hot sun, you'll need a lot more than that. Most healthy bodies are very good at regulating water. Elderly people, young children and some special cases - like people taking certain medications - need to be a little more careful.    Signs of dehydration in adults include       - Being thirsty    - Urinating less often than usual    - Dark-colored urine    - Dry skin    - Feeling tired    - Dizziness and fainting       Signs of dehydration in babies and young children include a dry mouth and tongue, crying without tears, no wet diapers for 3 hours or more, a high fever and being unusually sleepy or drowsy.    If you think you're dehydrated, drink small amounts of water over a period of time. Taking too much all at once can overload your stomach and make you throw up. For people exercising in the heat and losing a lot of minerals in sweat, sports drinks can be helpful. Avoid any drinks that have caffeine."
What is (are) Delirium ?,0000259-1,information,"Delirium is a condition that features rapidly changing mental states. It causes confusion and changes in behavior. Besides falling in and out of consciousness, there may be problems with       - Attention and awareness    - Thinking and memory    - Emotion    - Muscle control    - Sleeping and waking       Causes of delirium include medications, poisoning, serious illnesses or infections, and severe pain. It can also be part of some mental illnesses or dementia.    Delirium and dementia have similar symptoms, so it can be hard to tell them apart. They can also occur together. Delirium starts suddenly and can cause hallucinations. The symptoms may get better or worse, and can last for hours or weeks. On the other hand, dementia develops slowly and does not cause hallucinations. The symptoms are stable, and may last for months or years.     Delirium tremens is a serious type of alcohol withdrawal syndrome. It usually happens to people who stop drinking after years of alcohol abuse.    People with delirium often, though not always, make a full recovery after their underlying illness is treated."
What is (are) Dementia ?,0000260-1,information,"Dementia is the name for a group of symptoms caused by disorders that affect the brain. It is not a specific disease. People with dementia may not be able to think well enough to do normal activities, such as getting dressed or eating. They may lose their ability to solve problems or control their emotions. Their personalities may change. They may become agitated or see things that are not there.     Memory loss is a common symptom of dementia. However, memory loss by itself does not mean you have dementia. People with dementia have serious problems with two or more brain functions, such as memory and language. Although dementia is common in very elderly people, it is not part of normal aging.    Many different diseases can cause dementia, including Alzheimer's disease and stroke. Drugs are available to treat some of these diseases. While these drugs cannot cure dementia or repair brain damage, they may improve symptoms or slow down the disease.    NIH: National Institute of Neurological Disorders and Stroke"
What is (are) Dengue ?,0000261-1,information,"Dengue is an infection caused by a virus. You can get it if an infected mosquito bites you. Dengue does not spread from person to person. It is common in warm, wet areas of the world. Outbreaks occur in the rainy season. Dengue is rare in the United States.     Symptoms include a high fever, headaches, joint and muscle pain, vomiting, and a rash. In some cases, dengue turns into dengue hemorrhagic fever, which causes bleeding from your nose, gums, or under your skin. It can also become dengue shock syndrome, which causes massive bleeding and shock. These forms of dengue are life-threatening.    There is no specific treatment. Most people with dengue recover within 2 weeks. Until then, drinking lots of fluids, resting and taking non-aspirin fever-reducing medicines might help. People with the more severe forms of dengue usually need to go to the hospital and get fluids.    To lower your risk when traveling to areas where dengue is found       - Wear insect repellent with DEET     - Wear clothes that cover your arms, legs and feet     - Close unscreened doors and windows        NIH: National Institute of Allergy and Infectious Diseases"
Do you have information about Dental Health,0000262-1,information,"Summary : It's important to take care of your mouth and teeth starting in childhood. If you don't, you could have problems with your teeth and gums - like cavities or even tooth loss.     Here's how to keep your mouth and teeth healthy:       - Brush your teeth every day with a fluoride toothpaste    - Clean between your teeth every day with floss or another type of between-the-teeth cleaner    - Snack smart - limit sugary snacks    - Don't smoke or chew tobacco    - See your dentist or oral health professional regularly       NIH: National Institute of Dental and Craniofacial Research"
What is (are) Dentures ?,0000263-1,information,"Dentures are false teeth made to replace teeth you have lost. Dentures can be complete or partial. Complete dentures cover your entire upper or lower jaw. Partials replace one or a few teeth.    Advances in dentistry have made many improvements in dentures. They are more natural looking and comfortable than they used to be. But they still may feel strange at first. In the beginning, your dentist may want to see you often to make sure the dentures fit. Over time, your mouth will change and your dentures may need to be adjusted or replaced. Be sure to let your dentist handle these adjustments.    Speaking and eating may feel different with dentures. Be careful when wearing dentures because they may make it harder for you to feel hot foods and liquids. Also, you may not notice biting on a bone from your food.    NIH: National Institute on Aging"
What is (are) Depression ?,0000264-1,information,"Depression is a serious medical illness. It's more than just a feeling of being sad or ""blue"" for a few days. If you are one of the more than 19 million teens and adults in the United States who have depression, the feelings do not go away. They persist and interfere with your everyday life. Symptoms can include       - Feeling sad or ""empty""    - Loss of interest in favorite activities    - Overeating, or not wanting to eat at all    - Not being able to sleep, or sleeping too much    - Feeling very tired    - Feeling hopeless, irritable, anxious, or guilty    - Aches or pains, headaches, cramps, or digestive problems    - Thoughts of death or suicide       Depression is a disorder of the brain. There are a variety of causes, including genetic, biological, environmental, and psychological factors. Depression can happen at any age, but it often begins in teens and young adults. It is much more common in women. Women can also get postpartum depression after the birth of a baby. Some people get seasonal affective disorder in the winter. Depression is one part of bipolar disorder.    There are effective treatments for depression, including antidepressants, talk therapy, or both.    NIH: National Institute of Mental Health"
What is (are) Developmental Disabilities ?,0000265-1,information,"Developmental disabilities are severe, long-term problems. They may be physical, such as blindness. They may affect mental ability, such as learning disorders. Or the problem can be both physical and mental, such as Down syndrome. The problems are usually life-long, and can affect everyday living.     There are many causes of developmental disabilities, including       - Genetic or chromosome abnormalities. These cause conditions such as Down syndrome and Rett syndrome.    - Prenatal exposure to substances. Drinking alcohol when pregnant can cause fetal alcohol spectrum disorders.    - Certain viral infections during pregnancy    - Preterm birth       Often there is no cure, but treatment can help the symptoms. Treatments include physical, speech, and occupational therapy. Special education classes and psychological counseling can also help.    NIH: National Institute of Child Health and Human Development"
What is (are) Diabetes ?,0000266-1,information,"Diabetes is a disease in which your blood glucose, or blood sugar, levels are too high. Glucose comes from the foods you eat. Insulin is a hormone that helps the glucose get into your cells to give them energy. With type 1 diabetes, your body does not make insulin. With type 2 diabetes, the more common type, your body does not make or use insulin well. Without enough insulin, the glucose stays in your blood. You can also have prediabetes. This means that your blood sugar is higher than normal but not high enough to be called diabetes. Having prediabetes puts you at a higher risk of getting type 2 diabetes.    Over time, having too much glucose in your blood can cause serious problems. It can damage your eyes, kidneys, and nerves. Diabetes can also cause heart disease, stroke and even the need to remove a limb. Pregnant women can also get diabetes, called gestational diabetes.    Blood tests can show if you have diabetes. One type of test, the A1C, can also check on how you are managing your diabetes. Exercise, weight control and sticking to your meal plan can help control your diabetes. You should also monitor your blood glucose level and take medicine if prescribed.     NIH: National Institute of Diabetes and Digestive and Kidney Diseases"
What is (are) Diabetes and Pregnancy ?,0000267-1,information,"Diabetes is a disease in which your blood glucose, or blood sugar, levels are too high. When you are pregnant, high blood sugar levels are not good for your baby.    About seven out of every 100 pregnant women in the United States get gestational diabetes. Gestational diabetes is diabetes that happens for the first time when a woman is pregnant. Most of the time, it goes away after you have your baby. But it does increase your risk for developing type 2 diabetes later on. Your child is also at risk for obesity and type 2 diabetes.    Most women get a test to check for diabetes during their second trimester of pregnancy. Women at higher risk may get a test earlier.    If you already have diabetes, the best time to control your blood sugar is before you get pregnant. High blood sugar levels can be harmful to your baby during the first weeks of pregnancy - even before you know you are pregnant. To keep you and your baby healthy, it is important to keep your blood sugar as close to normal as possible before and during pregnancy.    Either type of diabetes during pregnancy increases the chances of problems for you and your baby. To help lower the chances talk to your health care team about       - A meal plan for your pregnancy    - A safe exercise plan    - How often to test your blood sugar    - Taking your medicine as prescribed. Your medicine plan may need to change during pregnancy.       NIH: National Institute of Diabetes and Digestive and Kidney Diseases"
What is (are) Diabetes Complications ?,0000268-1,information,"If you have diabetes, your blood glucose, or blood sugar, levels are too high. Over time, this can cause problems with other body functions, such as your kidneys, nerves, feet, and eyes. Having diabetes can also put you at a higher risk for heart disease and bone and joint disorders. Other long-term complications of diabetes include skin problems, digestive problems, sexual dysfunction, and problems with your teeth and gums.     Very high or very low blood sugar levels can also lead to emergencies in people with diabetes. The cause can be an underlying infection, certain medicines, or even the medicines you take to control your diabetes. If you feel nauseated, sluggish or shaky, seek emergency care.    NIH: National Institute of Diabetes and Digestive and Kidney Diseases"
What is (are) Diabetes in Children and Teens ?,0000269-1,information,"Until recently, the common type of diabetes in children and teens was type 1. It was called juvenile diabetes. With Type 1 diabetes, the pancreas does not make insulin. Insulin is a hormone that helps glucose,or sugar, get into your cells to give them energy. Without insulin, too much sugar stays in the blood.    But now younger people are also getting type 2 diabetes. Type 2 diabetes used to be called adult-onset diabetes. But now it is becoming more common in children and teens, due to more obesity. With Type 2 diabetes, the body does not make or use insulin well.    Children have a higher risk of type 2 diabetes if they are obese, have a family history of diabetes, or are not active, and do not eat well. To lower the risk of type 2 diabetes in children       - Have them maintain a healthy weight    - Be sure they are physically active    - Have them eat smaller portions of healthy foods    - Limit time with the TV, computer, and video       Children and teens with type 1 diabetes may need to take insulin. Type 2 diabetes may be controlled with diet and exercise. If not, patients will need to take oral diabetes medicines or insulin. A blood test called the A1C can check on how you are managing your diabetes."
